Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evan LYSACEK,USA,242.23,2,82.7,1,159.53,2009-03-29,wc2009
2,Patrick CHAN,CAN,237.58,3,82.55,2,155.03,2009-03-29,wc2009
3,Brian JOUBERT,FRA,235.97,1,84.4,3,151.57,2009-03-29,wc2009
4,Tomas VERNER,CZE,231.71,4,80.36,4,151.35,2009-03-29,wc2009
5,Samuel CONTESTI,ITA,226.97,6,78.5,5,148.47,2009-03-29,wc2009
6,Takahiko KOZUKA,JPN,222.18,5,79.35,7,142.83,2009-03-29,wc2009
7,Nobunari ODA,JPN,218.16,7,76.49,8,141.67,2009-03-29,wc2009
8,Denis TEN,KAZ,211.43,17,68.54,6,142.89,2009-03-29,wc2009
9,Brandon MROZ,USA,207.19,8,76.1,13,131.09,2009-03-29,wc2009
10,Andrei LUTAI,RUS,204.99,15,68.95,9,136.04,2009-03-29,wc2009
11,Jeremy ABBOTT,USA,204.67,10,72.15,10,132.52,2009-03-29,wc2009
12,Vaughn CHIPEUR,CAN,202.08,12,70.45,12,131.63,2009-03-29,wc2009
13,Sergei VORONOV,RUS,202.04,9,72.15,14,129.89,2009-03-29,wc2009
14,Kevin VAN DER PERREN,BEL,198.35,14,70.15,15,128.2,2009-03-29,wc2009
15,Takahito MURA,JPN,194.97,13,70.35,16,124.62,2009-03-29,wc2009
16,Yannick PONSERO,FRA,193.84,11,71.83,17,122.01,2009-03-29,wc2009
17,Jeremy TEN,CAN,193.16,21,60.9,11,132.26,2009-03-29,wc2009
18,Adrian SCHULTHEISS,SWE,186.43,18,65.2,18,121.23,2009-03-29,wc2009
19,Javier FERNANDEZ,ESP,183.55,20,63.75,19,119.8,2009-03-29,wc2009
20,Kristoffer BERNTSSON,SWE,182.31,16,68.61,20,113.7,2009-03-29,wc2009
21,Gregor URBAS,SLO,167.71,22,58.7,21,109.01,2009-03-29,wc2009
22,Anton KOVALEVSKI,UKR,165.73,19,64.28,23,101.45,2009-03-29,wc2009
23,Przemyslaw DOMANSKI,POL,161.66,24,57.0,22,104.66,2009-03-29,wc2009
24,Igor MACYPURA,SVK,158.86,23,58.3,24,100.56,2009-03-29,wc2009
25,Peter LIEBERS,GER,56.73,25,56.73,DNQ,DNQ,2009-03-29,wc2009
26,Jamal OTHMAN,SUI,56.32,26,56.32,DNQ,DNQ,2009-03-29,wc2009
27,Ari-Pekka NURMENKARI,FIN,55.6,27,55.6,DNQ,DNQ,2009-03-29,wc2009
28,Jialiang WU,CHN,55.43,28,55.43,DNQ,DNQ,2009-03-29,wc2009
29,Viktor PFEIFER,AUT,54.01,29,54.01,DNQ,DNQ,2009-03-29,wc2009
30,Elliot HILTON,GBR,53.35,30,53.35,DNQ,DNQ,2009-03-29,wc2009
31,Tigran VARDANJAN,HUN,53.15,31,53.15,DNQ,DNQ,2009-03-29,wc2009
32,Zoltan KELEMEN,ROU,49.34,32,49.34,DNQ,DNQ,2009-03-29,wc2009
33,Damjan OSTOJIC,BIH,47.27,33,47.27,DNQ,DNQ,2009-03-29,wc2009
34,Luis HERNANDEZ,MEX,46.11,34,46.11,DNQ,DNQ,2009-03-29,wc2009
35,Alper UCAR,TUR,45.57,35,45.57,DNQ,DNQ,2009-03-29,wc2009
36,Maxim SHIPOV,ISR,44.85,36,44.85,DNQ,DNQ,2009-03-29,wc2009
37,Kevin ALVES,BRA,44.51,37,44.51,DNQ,DNQ,2009-03-29,wc2009
38,Charles Shu-Sa PAO,TPE,43.89,38,43.89,DNQ,DNQ,2009-03-29,wc2009
39,Min-Seok KIM,KOR,43.28,39,43.28,DNQ,DNQ,2009-03-29,wc2009
40,Beka SHANKULASHVILI,GEO,42.8,40,42.8,DNQ,DNQ,2009-03-29,wc2009
41,Boris MARTINEC,CRO,42.37,41,42.37,DNQ,DNQ,2009-03-29,wc2009
42,Mikael REDIN,SUI,42.29,42,42.29,DNQ,DNQ,2009-03-29,wc2009
43,Alexandr KAZAKOV,BLR,40.74,43,40.74,DNQ,DNQ,2009-03-29,wc2009
44,Justin PIETERSEN,RSA,40.39,44,40.39,DNQ,DNQ,2009-03-29,wc2009
45,Georgi KENCHADZE,BUL,39.9,45,39.9,DNQ,DNQ,2009-03-29,wc2009
46,Mark WEBSTER,AUS,37.35,46,37.35,DNQ,DNQ,2009-03-29,wc2009
47,Andrew HUERTAS,PUR,36.91,47,36.91,DNQ,DNQ,2009-03-29,wc2009
48,Gegham VARDANYAN,ARM,34.87,48,34.87,DNQ,DNQ,2009-03-29,wc2009
49,Saulius AMBRULEVICIUS,LTU,34.68,49,34.68,DNQ,DNQ,2009-03-29,wc2009
50,Michael DIMALANTA,PHI,27.53,50,27.53,DNQ,DNQ,2009-03-29,wc2009
