7
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Shiyue WANG / Xinyu LIU,CHN,3,76.68,38.64,38.04,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,Ref,Scores of Panel
1,SlLi4,,4.5,False,1.08,1,2,1,2,2,2,2,,5.58
2,CoSp3,,4.6,False,0.6,1,1,1,1,1,1,1,,5.2
3,STw4,,6.6,False,0.6,0,1,1,1,1,2,1,,7.2
4,CiSt1,,4.1,False,0.0,1,0,0,0,0,0,0,,4.1
5,CuLi4,,4.5,False,0.36,0,1,0,0,2,1,1,,4.86
6,RoLi4,,4.5,False,0.84,1,1,1,1,2,2,2,,5.34
7,DiSt2,,5.6,False,0.22,0,0,1,-1,1,0,0,,5.82
8,ChLi1,,0.3,False,0.24,1,0,0,0,1,0,1,,0.54
,,,34.7,,,,,,,,,,,38.64
,Program Components,,,,Factor
,Skating Skills  ,,,,1.2,6.0,6.0,6.25,6.25,6.0,6.5,6.5,,6.2
,Linking Footwork / Movement  ,,,,1.2,5.75,6.0,6.0,6.5,5.5,6.0,6.25,,6.0
,Performance  ,,,,1.2,6.0,6.75,6.5,6.25,6.0,6.75,6.75,,6.45
,Choreography  ,,,,1.2,6.5,6.5,6.5,6.75,6.25,7.0,6.75,,6.6
,Interpretation / Timing  ,,,,1.2,6.5,7.0,6.25,5.75,6.0,7.0,6.5,,6.45
,,,,,,,,,,,,,,38.04
