7
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Maia SHIBUTANI / Alex SHIBUTANI,USA,8,92.16,43.02,49.14,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,Ref,Scores of Panel
1,SlLi4,,4.5,False,0.84,1,2,1,1,2,2,1,,5.34
2,RoLi2,,3.0,False,1.2,2,2,2,2,2,2,2,,4.2
3,CiSt2,,5.6,False,1.54,1,2,2,1,2,1,1,,7.14
4,CoSp2,,3.6,False,0.6,1,1,2,1,1,1,1,,4.2
5,CuLi4,,4.5,False,0.6,1,2,1,1,1,1,0,,5.1
6,STw4,,6.6,False,0.36,1,1,1,-1,3,0,0,,6.96
7,DiSt3,,7.1,False,1.54,2,1,2,1,2,1,1,,8.64
8,ChSp1,,0.6,False,0.84,1,2,2,1,2,1,0,,1.44
,,,35.5,,,,,,,,,,,43.02
,Program Components,,,,Factor
,Skating Skills  ,,,,1.2,8.5,8.0,8.5,7.75,8.75,8.25,8.0,,8.25
,Linking Footwork / Movement  ,,,,1.2,8.25,8.0,8.0,7.5,8.75,8.0,7.75,,8.0
,Performance  ,,,,1.2,8.5,8.5,8.5,7.75,9.0,8.0,7.5,,8.25
,Choreography  ,,,,1.2,8.75,8.25,8.25,7.75,8.5,8.25,7.75,,8.2
,Interpretation / Timing  ,,,,1.2,8.5,8.5,8.25,8.0,9.0,8.0,7.75,,8.25
,,,,,,,,,,,,,,49.14
