8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Laura MUNANA / Luke MUNANA,MEX,0,35.85,20.2,15.65,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,NtMiSt2+STw4,,7.0,False,-1.4,-1,-1,-1,-1,-2,-2,-2,-2,,5.6
2,DiSt1,,4.2,False,-0.8,0,-1,-1,-1,0,-1,-1,-1,,3.4
3,SlLi3,,3.5,False,0.3,1,0,1,1,0,1,0,0,,3.8
4,CoSp3,,4.0,False,-0.2,0,-1,-1,0,0,-1,0,-1,,3.8
5,RoLi3,,3.5,False,0.1,0,0,1,1,-1,0,0,0,,3.6
,,,22.2,,,,,,,,,,,,20.2
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,4.25,4.25,4.25,4.5,4.25,4.0,4.25,3.75,,4.25
,Linking Footwork / Movement ,,,,0.8,3.75,4.0,4.25,4.5,4.0,3.75,4.0,4.0,,4.0
,Performance ,,,,0.6,4.0,4.25,4.0,4.75,4.0,4.0,4.25,4.75,,4.1
,Choreography ,,,,0.6,4.0,4.0,4.25,5.0,4.25,4.0,4.25,4.5,,4.15
,Interpretation / Timing ,,,,1.0,3.75,3.75,4.25,4.75,4.25,4.25,4.0,5.0,,4.1
,,,,,,,,,,,,,,,15.65
