Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Miki ANDO,JPN,192.59,2,66.74,1,125.85,2006-10-29,gpusa06
2,Kimmie MEISSNER,USA,177.78,3,58.82,2,118.96,2006-10-29,gpusa06
3,Mao ASADA,JPN,171.23,1,68.84,4,102.39,2006-10-29,gpusa06
4,Sarah MEIER,SUI,169.01,4,57.6,3,111.41,2006-10-29,gpusa06
5,Emily HUGHES,USA,147.34,5,57.42,6,89.92,2006-10-29,gpusa06
6,Mai ASADA,JPN,138.29,6,48.66,7,89.63,2006-10-29,gpusa06
7,Kiira KORPI,FIN,132.93,8,42.98,5,89.95,2006-10-29,gpusa06
8,Mira LEUNG,CAN,128.07,7,44.34,8,83.73,2006-10-29,gpusa06
9,Valentina MARCHEI,ITA,116.81,9,42.92,9,73.89,2006-10-29,gpusa06
10,Michelle CANTU,MEX,108.04,10,37.38,11,70.66,2006-10-29,gpusa06
11,Katy TAYLOR,USA,106.07,11,34.66,10,71.41,2006-10-29,gpusa06
