10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Shawn SAWYER,CAN,0,66.75,36.4,31.35,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,1.0,1,1,1,1,1,0,1,0,1,1,,10.5
2,3A,,7.5,False,-1.6,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,,5.9
3,CiSt3,,3.1,False,0.4,1,1,1,1,1,0,1,0,1,0,,3.5
4,3Lz,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
5,CCSp3,,2.3,False,0.3,0,0,0,1,0,-1,0,1,1,1,,2.6
6,SlSt3,,3.1,False,0.3,1,1,1,0,0,0,1,1,1,0,,3.4
7,FSSp4,,3.0,False,0.5,1,1,1,1,0,0,1,1,1,1,,3.5
8,CCoSp4,,3.5,False,0.5,1,2,2,1,1,1,1,1,1,2,,4.0
,,,38.0,,,,,,,,,,,,,,36.4
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,5.75,6.5,6.75,6.25,7.0,5.75,6.75,6.5,6.25,6.25,,6.4
,Transition / Linking Footwork  ,,,,1.0,5.25,5.0,5.75,6.0,6.5,5.25,5.0,6.0,6.0,6.25,,5.9
,Performance / Execution  ,,,,1.0,5.75,7.0,6.0,6.25,6.75,5.5,6.25,6.75,6.5,6.5,,6.45
,Choreography / Composition  ,,,,1.0,6.0,8.0,6.5,6.25,7.0,5.5,6.0,6.5,6.25,6.25,,6.25
,Interpretation  ,,,,1.0,6.0,7.5,6.5,6.5,6.75,5.75,6.0,6.25,6.5,6.5,,6.35
,,,,,,,,,,,,,,,,,31.35
Deduction,Falls,-1.0
