ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  1.00 1 0 2 1 1,,0 2,0 2,18.90,
2 4F  12.30  1.29 1 1 2 1 1,,1 2,2 1,13.59,
3 FCSp4  3.20  0.29 0 1 0 0 1,,0 1,1 1,3.49,
4 3A  9.35 x  1.29 1 1 2 2 1,,1 1,2 1,10.64,
5 StSq3  3.30  0.29 0 0 1 0 1,,0 2,1 1,3.59,
6 CSSp4  3.00  0.50 0 1 1 1 1,,1 1,1 1,3.50,
7 CCoSp4  3.50  0.57 0 1 2 1 1,,0 2,1 2,4.07,
52.55,,,,57.78,
Program Components Factor,,,,,
Skating Skills  1.00 7.75 7.50 9.00 7.75 7.50,,7.50 8.25,8.00 8.00,7.82,
Transitions  1.00 7.50 7.00 8.25 7.25 7.50,,7.50 8.00,7.75 7.75,7.61,
Performance  1.00 7.50 7.50 8.50 7.50 7.50,,7.75 8.50,8.25 8.25,7.89,
Composition  1.00 7.75 7.50 8.50 7.25 7.75,,7.75 8.50,7.75 8.00,7.86,
Interpretation of the Music  1.00 7.50 7.25 8.25 7.50 7.75,,7.75 8.50,8.00 8.00,7.82,
Judges Total Program Component Score (factored),,,,39.00,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
4 Boyang JIN CHN  36  95.85,,53.03,42.82,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  1.71 2 1 2 2 3,,1 2,1 2,19.61,
2 4T< <  8.00 -1.71 -2 -2 -1 -1 0,,-2 -1,-2 -1,6.29,
3 FCSp4  3.20  0.57 0 2 1 1 2,,1 1,1 1,3.77,
4 3A  9.35 x  1.71 2 2 2 2 2,,0 2,1 1,11.06,
5 CSSp4  3.00  0.71 1 2 2 2 2,,1 1,1 1,3.71,
6 CCoSp4  3.50  0.79 1 1 2 2 2,,1 1,2 2,4.29,
7 StSq3  3.30  1.00 1 3 3 2 2,,1 2,2 2,4.30,
48.25,,,,53.03,
Program Components Factor,,,,,
Skating Skills  1.00 8.50 9.25 9.25 8.50 8.50,,8.25 8.75,8.25 8.25,8.57,
Transitions  1.00 8.25 9.25 8.75 8.50 8.50,,8.00 8.50,8.25 8.00,8.39,
Performance  1.00 8.25 9.25 9.00 8.75 8.50,,8.25 8.75,8.50 8.25,8.57,
Composition  1.00 8.50 9.00 9.00 8.75 8.50,,8.50 8.50,8.50 8.25,8.61,
Interpretation of the Music  1.00 8.25 9.25 9.00 8.75 8.50,,8.50 8.75,8.75 8.50,8.68,
Judges Total Program Component Score (factored),,,,42.82,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
5 Shoma UNO JPN  37  94.26,,47.90,46.36,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T  10.30  2.29 1 2 2 2 3,,2 3,2 3,12.59,
2 FCSp4  3.20  1.00 2 2 2 2 2,,2 2,2 2,4.20,
3 StSq4  3.90  1.70 2 2 3 3 3,,2 3,2 2,5.60,
4 3S+2T  6.27 x -1.40 -2 -1 -2 -2 -2,,-2 -2,-2 -2,4.87,
5 3A  9.35 x  2.43 2 1 3 3 3,,2 3,2 2,11.78,
6 CSSp4  3.00  1.00 2 2 2 2 1,,2 2,2 2,4.00,
7 CCoSp4  3.50  1.36 2 2 3 2 3,,3 3,3 3,4.86,
39.52,,,,47.90,
Program Components Factor,,,,,
Skating Skills  1.00 9.25 9.25 8.75 9.25 9.50,,9.25 9.50,9.50 9.00,9.29,
Transitions  1.00 9.25 9.25 9.00 9.00 9.50,,8.75 9.75,9.25 8.75,9.14,
Performance  1.00 9.25 9.00 9.25 9.50 9.25,,9.00 9.25,9.00 9.25,9.18,
Composition  1.00 9.50 9.25 9.50 9.50 9.50,,9.25 9.50,9.25 9.00,9.39,
Interpretation of the Music  1.00 9.50 9.25 9.50 9.25 9.50,,9.25 9.50,9.25 9.25,9.36,
Judges Total Program Component Score (factored),,,,46.36,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
6 Keegan MESSING CAN  20  93.00,,51.35,41.65,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T+3T  14.60  1.57 1 1 2 2 2,,0 2,1 2,16.17,
2 3A  8.50  1.86 1 2 2 2 2,,1 2,2 3,10.36,
3 FCSp4  3.20  1.07 2 2 3 2 2,,1 2,3 2,4.27,
4 CSSp4  3.00  0.86 1 2 2 2 2,,1 1,2 2,3.86,
5 StSq3  3.30  0.93 2 2 1 2 2,,1 2,2 2,4.23,
6 3Lz  6.60 x  1.00 1 1 2 1 2,,1 1,2 2,7.60,
7 CCoSp4  3.50  1.36 2 2 3 3 3,,2 3,3 3,4.86,
42.70,,,,51.35,
Program Components Factor,,,,,
Skating Skills  1.00 8.25 8.25 8.75 8.00 8.00,,8.00 8.50,8.25 8.75,8.29,
Transitions  1.00 8.25 7.75 9.25 7.75 7.75,,7.75 8.50,8.00 8.75,8.11,
Performance  1.00 8.25 8.25 9.00 8.25 8.25,,7.75 9.00,8.50 9.00,8.50,
Composition  1.00 8.25 8.00 9.00 8.00 8.00,,8.00 8.75,8.25 8.75,8.29,
Interpretation of the Music  1.00 8.50 8.25 9.25 8.25 8.25,,8.00 8.75,8.50 8.75,8.46,
Judges Total Program Component Score (factored),,,,41.65,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
7 Alexei BYCHENKO ISR  33  90.99,,48.39,42.60,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A  8.50  2.00 2 2 2 2 2,,2 2,2 2,10.50,
2 4T  10.30  1.57 1 0 2 2 2,,2 1,1 2,11.87,
3 CCoSp4  3.50  0.29 0 0 2 1 -1,,1 0,1 1,3.79,
4 3Lz+3T  11.33 x  1.40 0 2 2 2 2,,2 2,2 2,12.73,
5 FCSp2  2.30  0.43 0 1 2 1 0,,1 1,1 1,2.73,
6 StSq2  2.60  1.00 2 2 3 2 2,,2 2,2 2,3.60,
7 CSSp3  2.60  0.57 0 1 2 1 1,,1 1,1 2,3.17,
41.13,,,,48.39,
Program Components Factor,,,,,
Skating Skills  1.00 8.75 8.25 8.50 8.50 7.75,,8.50 8.50,8.25 8.75,8.46,
Transitions  1.00 8.50 8.25 8.25 8.25 7.75,,8.25 8.50,8.25 8.75,8.32,
Performance  1.00 8.50 8.50 8.50 9.00 8.00,,8.75 8.75,8.50 9.00,8.64,
Composition  1.00 8.50 8.25 8.25 8.75 8.25,,8.75 8.50,8.50 8.75,8.50,
Interpretation of the Music  1.00 8.75 8.25 8.75 9.00 8.25,,8.75 8.75,8.50 9.00,8.68,
Judges Total Program Component Score (factored),,,,42.60,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
8 Misha GE UZB  31  86.01,,43.51,42.50,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3A  8.50  0.29 -1 0 1 0 1,,0 0,0 1,8.79,
2 3Lz+3T  10.30  0.80 1 1 2 2 1,,1 1,1 1,11.10,
3 CCSp4  3.20  0.43 0 1 1 1 1,,1 1,1 0,3.63,
4 3F !  5.83 x  0.50 1 1 1 1 1,,0 0,1 -1,6.33,
5 FSSp4  3.00  0.43 0 1 1 2 1,,1 1,1 0,3.43,
6 StSq4  3.90  1.90 2 2 3 3 3,,3 3,3 1,5.80,
7 CCoSp4  3.50  0.93 2 1 3 2 2,,2 2,2 1,4.43,
38.23,,,,43.51,
Program Components Factor,,,,,
Skating Skills  1.00 8.25 8.75 8.25 8.75 8.50,,8.25 8.00,7.75 7.50,8.25,
Transitions  1.00 8.25 8.75 8.75 8.25 8.25,,8.00 8.75,8.00 7.50,8.32,
Performance  1.00 8.25 9.25 8.75 9.25 8.50,,8.75 8.50,8.25 7.50,8.61,
Composition  1.00 8.50 8.75 9.00 9.25 8.50,,8.75 8.50,8.25 7.75,8.61,
Interpretation of the Music  1.00 8.50 9.00 9.00 9.00 8.50,,8.75 9.00,8.25 7.75,8.71,
Judges Total Program Component Score (factored),,,,42.50,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
9 Deniss VASILJEVS LAT  29  84.25,,43.10,41.15,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Lz+3T  10.30  0.80 1 1 2 1 2,,0 2,1 0,11.10,
2 3A  8.50  1.43 1 1 2 1 3,,1 2,2 0,9.93,
3 CCSp4  3.20  0.50 2 0 2 1 1,,1 1,1 0,3.70,
4 3F  5.83 x  1.00 1 1 2 1 2,,1 2,1 2,6.83,
5 CCoSp4  3.50  0.36 2 1 1 0 1,,0 1,0 1,3.86,
6 StSq3  3.30  1.07 2 1 3 2 3,,2 2,2 2,4.37,
7 FSSp3  2.60  0.71 2 1 3 1 1,,2 2,1 1,3.31,
37.23,,,,43.10,
Program Components Factor,,,,,
Skating Skills  1.00 8.25 7.25 8.25 8.25 8.25,,8.25 8.50,8.25 7.75,8.18,
Transitions  1.00 8.25 7.00 8.50 8.00 8.25,,7.75 8.25,8.00 8.00,8.07,
Performance  1.00 8.50 7.50 8.50 8.25 8.50,,8.00 8.50,8.25 8.00,8.29,
Composition  1.00 8.50 7.50 8.75 8.25 8.50,,8.00 8.50,8.00 8.00,8.25,
Interpretation of the Music  1.00 8.50 7.75 9.00 8.25 8.50,,8.25 8.75,8.25 8.00,8.36,
Judges Total Program Component Score (factored),,,,41.15,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
10 Alexander MAJOROV SWE  24  82.71,,46.07,36.64,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T  10.30  0.57 1 -2 2 1 0,,0 0,1 1,10.87,
2 3A  8.50  0.14 0 0 0 0 1,,0 0,1 0,8.64,
3 FCSp4  3.20  0.07 0 0 0 1 1,,0 0,0 0,3.27,
4 3F+3T  10.56 x  0.40 0 0 2 1 1,,0 1,0 1,10.96,
5 CSSp4  3.00  0.50 1 1 1 2 1,,1 0,1 1,3.50,
6 StSq4  3.90  1.00 2 1 2 2 2,,1 1,1 1,4.90,
7 CCoSp4  3.50  0.43 0 1 1 1 1,,1 0,1 1,3.93,
42.96,,,,46.07,
Program Components Factor,,,,,
Skating Skills  1.00 7.75 6.75 7.50 7.50 7.25,,7.50 6.75,7.75 7.50,7.39,
Transitions  1.00 7.50 6.75 7.25 7.25 7.00,,7.00 6.50,7.50 7.00,7.11,
Performance  1.00 7.75 7.00 7.50 7.50 7.25,,7.25 6.75,7.75 7.25,7.36,
Composition  1.00 7.75 7.00 7.50 7.50 7.25,,7.00 6.50,7.50 7.50,7.32,
Interpretation of the Music  1.00 7.75 7.25 7.75 7.25 7.50,,7.50 7.00,7.75 7.25,7.46,
Judges Total Program Component Score (factored),,,,36.64,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
11 Kazuki TOMONO JPN  12  82.61,,46.07,36.54,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4S  10.50  0.23 0 -2 1 -2 1,,0 1,1 1,10.73,
2 3F+3T  9.60  0.60 0 0 1 1 1,,1 1,1 2,10.20,
3 CSSp4  3.00  0.43 0 1 0 1 1,,1 1,1 1,3.43,
4 StSq3  3.30  0.64 2 1 2 1 1,,1 0,1 2,3.94,
5 FCSp4  3.20  0.29 0 1 0 1 1,,0 1,1 0,3.49,
6 3A  9.35 x  0.86 1 0 1 1 1,,0 2,1 1,10.21,
7 CCoSp4  3.50  0.57 1 1 2 1 1,,1 1,1 2,4.07,
42.45,,,,46.07,
Program Components Factor,,,,,
Skating Skills  1.00 7.25 7.00 7.50 7.25 7.50,,7.25 7.75,7.25 7.25,7.32,
Transitions  1.00 7.00 6.75 7.00 7.00 7.00,,7.00 7.75,7.25 7.50,7.11,
Performance  1.00 7.00 7.00 7.25 7.50 7.50,,7.25 7.75,8.00 7.75,7.43,
Composition  1.00 7.25 6.75 7.50 7.25 7.25,,7.00 8.00,7.50 7.50,7.32,
Interpretation of the Music  1.00 7.00 7.00 7.50 7.25 7.25,,7.25 7.50,7.75 7.75,7.36,
Judges Total Program Component Score (factored),,,,36.54,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
12 Paul FENTZ GER  17  82.49,,45.66,36.83,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T+3T  14.60  1.43 1 1 2 2 2,,0 1,1 2,16.03,
2 3A  8.50  1.71 1 2 2 1 2,,0 2,2 3,10.21,
3 FCSp4  3.20  0.50 1 2 1 1 0,,1 1,1 1,3.70,
4 StSq3  3.30  0.50 1 1 2 1 1,,0 1,1 1,3.80,
5 3Lz  6.60 x -0.70 -1 -2 -2 -2 0,,-1 0,-1 1,5.90,
6 CSSp3  2.60  0.21 0 0 0 1 1,,0 1,0 2,2.81,
7 CCoSp3  3.00  0.21 0 1 1 0 1,,0 0,0 1,3.21,
41.80,,,,45.66,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 7.25 7.50 7.25 7.25,,7.25 7.50,7.25 8.25,7.36,
Transitions  1.00 7.25 7.00 7.25 7.00 7.25,,7.00 7.00,7.00 8.00,7.11,
Performance  1.00 7.50 7.50 7.50 7.50 7.25,,7.00 7.75,7.50 8.25,7.50,
Composition  1.00 7.50 7.00 7.50 7.25 7.50,,7.25 7.50,7.00 8.50,7.36,
Interpretation of the Music  1.00 7.50 7.25 7.75 7.50 7.50,,7.25 7.75,7.25 8.50,7.50,
Judges Total Program Component Score (factored),,,,36.83,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
13 Dmitri ALIEV RUS  35  82.15,,39.61,42.54,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lz<+3T <  13.80 -0.17 0 0 -1 0 1,,-1 0,0 0,13.63,
2 3T* *  0.00  0.00 - - - - -,,- -,- -,0.00,
3 FCSp3  2.80  0.29 0 0 1 1 0,,1 1,2 0,3.09,
4 3A  9.35 x  0.14 0 0 0 0 1,,0 1,0 0,9.49,
5 CSSp4  3.00  0.79 0 1 1 2 2,,2 1,2 2,3.79,
6 StSq4  3.90  1.50 2 2 2 2 3,,2 2,3 2,5.40,
7 CCoSp4  3.50  0.71 1 1 2 2 2,,1 1,2 1,4.21,
36.35,,,,39.61,
Program Components Factor,,,,,
Skating Skills  1.00 8.75 8.50 8.00 8.50 8.25,,8.75 8.75,8.75 8.50,8.57,
Transitions  1.00 8.50 8.25 8.25 8.50 8.25,,8.25 8.25,8.50 8.25,8.32,
Performance  1.00 8.50 8.25 8.50 8.75 8.25,,8.50 8.50,8.75 8.50,8.50,
Composition  1.00 8.75 8.25 8.50 8.75 8.50,,8.50 8.50,8.75 8.25,8.54,
Interpretation of the Music  1.00 8.75 8.50 8.50 8.75 8.50,,8.75 8.50,9.00 8.50,8.61,
Judges Total Program Component Score (factored),,,,42.54,
Deductions,,,,0.00,
"<  Under-rotated jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
14 Keiji TANAKA JPN  30  80.17,,40.16,40.01,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4S  10.50  0.57 0 -1 1 1 1,,0 0,1 1,11.07,
2 3F+3T  9.60  0.90 1 1 1 1 2,,1 2,2 1,10.50,
3 FCSp3  2.80  0.50 1 1 1 1 1,,1 0,1 1,3.30,
4 CSSp4  3.00  0.14 0 0 1 1 -1,,0 0,0 1,3.14,
5 2A  3.63 x  0.36 0 0 1 1 1,,0 1,1 1,3.99,
6 StSq3  3.30  0.86 2 1 2 2 2,,1 1,2 2,4.16,
7 CCoSp4  3.50  0.50 0 1 1 1 1,,1 1,1 2,4.00,
36.33,,,,40.16,
Program Components Factor,,,,,
Skating Skills  1.00 8.25 7.00 8.50 8.25 7.50,,8.25 7.50,8.00 8.50,8.04,
Transitions  1.00 8.00 7.00 8.00 8.00 7.50,,7.75 7.50,7.75 8.25,7.79,
Performance  1.00 8.25 7.25 8.25 8.25 7.75,,8.00 7.75,8.25 8.25,8.07,
Composition  1.00 8.25 7.00 8.25 8.50 7.50,,8.25 7.75,8.00 8.50,8.07,
Interpretation of the Music  1.00 8.50 7.25 8.50 8.25 7.50,,8.25 7.50,8.00 8.25,8.04,
Judges Total Program Component Score (factored),,,,40.01,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
15 Max AARON USA  28  79.78,,40.99,38.79,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4S  10.50 -2.86 -2 -3 -2 -3 -3,,-2 -2,-1 -2,7.64,
2 3Lz+3T  10.30  0.60 0 0 1 1 2,,0 2,1 1,10.90,
3 FCSp2  2.30  0.36 0 1 0 1 1,,1 1,1 0,2.66,
4 3A  9.35 x -1.14 -1 -2 0 -2 -1,,-2 -1,-1 0,8.21,
5 CSSp4  3.00  0.43 0 1 1 1 1,,1 1,1 0,3.43,
6 StSq3  3.30  0.64 1 1 2 1 1,,1 2,1 2,3.94,
7 CCoSp4  3.50  0.71 1 1 3 1 2,,1 2,1 2,4.21,
42.25,,,,40.99,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 7.50 7.75 8.00 8.25,,8.00 8.00,8.25 7.50,7.86,
Transitions  1.00 7.25 7.50 8.00 7.50 7.75,,7.50 7.25,7.50 7.50,7.50,
Performance  1.00 7.25 7.50 8.25 7.75 8.00,,7.75 7.75,8.00 7.75,7.79,
Composition  1.00 7.50 7.50 8.25 7.75 8.25,,7.75 7.50,7.75 7.75,7.75,
Interpretation of the Music  1.00 7.50 7.75 8.50 7.75 8.25,,7.75 7.75,8.25 7.75,7.89,
Judges Total Program Component Score (factored),,,,38.79,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
16 Romain PONSART FRA  7  79.55,,44.62,34.93,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T  10.30 -1.37 0 -2 -2 -1 -2,,-1 -1,-1 1,8.93,
2 3A  8.50  1.71 1 2 2 2 2,,1 1,2 2,10.21,
3 FCSp4  3.20  0.50 1 2 1 1 1,,1 1,1 1,3.70,
4 3Lz+3T  11.33 x  0.00 0 -1 0 -1 1,,0 0,0 1,11.33,
5 StSq2  2.60  0.64 2 2 0 2 1,,1 1,1 1,3.24,
6 CSSp4  3.00  0.21 0 0 1 1 1,,0 0,0 2,3.21,
7 CCoSp4  3.50  0.50 1 1 1 1 2,,1 1,1 1,4.00,
42.43,,,,44.62,
Program Components Factor,,,,,
Skating Skills  1.00 6.75 7.00 7.25 7.25 7.50,,7.25 7.00,6.75 7.25,7.11,
Transitions  1.00 6.50 6.50 6.25 7.00 6.75,,6.50 6.75,6.50 7.00,6.64,
Performance  1.00 6.75 7.50 6.75 7.50 7.00,,7.00 7.25,7.00 7.25,7.11,
Composition  1.00 6.75 7.00 6.75 7.25 7.00,,7.00 7.25,6.75 7.00,6.96,
Interpretation of the Music  1.00 6.75 7.25 6.75 7.25 7.25,,7.25 7.00,7.00 7.25,7.11,
Judges Total Program Component Score (factored),,,,34.93,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
17 Michal BREZINA CZE  21  78.01,,39.23,39.78,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4S  10.50 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,6.50,
2 3A  8.50  1.43 1 1 1 2 2,,1 1,2 2,9.93,
3 FSSp3  2.60  0.64 1 2 2 2 1,,1 1,1 1,3.24,
4 CCSp3  2.80  0.50 1 1 1 1 1,,0 1,1 1,3.30,
5 3F+2T  7.26 x  0.70 1 1 1 1 1,,1 1,1 1,7.96,
6 StSq3  3.30  0.86 2 2 3 2 2,,1 1,2 1,4.16,
7 CCoSp4  3.50  0.64 1 1 2 1 1,,2 1,1 2,4.14,
38.46,,,,39.23,
Program Components Factor,,,,,
Skating Skills  1.00 8.25 8.00 7.75 8.25 8.00,,8.25 8.00,8.25 7.75,8.07,
