ISU World Figure Skating Championships 2018,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Aljona SAVCHENKO / Bruno MASSOT GER  15  162.86,,83.90,78.96,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,InJ6fo J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw4  6.60  2.10 3 3 3 3 3,,3 3,3 3,8.70,
2 3FTh  5.50  1.90 3 3 3 3 2,,2 3,2 3,7.40,
3 3S+2T+2T  7.00  2.10 3 3 3 2 3,,3 3,3 3,9.10,
4 3T  4.30  1.80 2 3 3 2 3,,2 3,2 3,6.10,
5 3STh  4.50  1.70 3 2 2 3 1,,2 3,3 2,6.20,
6 5RLi4  7.50  2.10 3 3 3 3 2,,3 3,3 3,9.60,
7 3Li4  4.50  1.50 3 3 3 3 2,,3 3,3 3,6.00,
8 CCoSp4  3.50  1.29 3 3 3 2 3,,2 2,2 3,4.79,
9 PCoSp4  4.50  1.21 2 3 3 2 3,,2 2,2 3,5.71,
10 ChSq1  2.00  2.10 3 3 3 2 3,,3 3,3 3,4.10,
11 BoDs4  4.50  2.10 3 3 3 3 3,,2 3,3 3,6.60,
12 5ALi4  7.50  2.10 3 3 3 3 3,,3 3,3 3,9.60,
61.90,,,,83.90,
Program Components Factor,,,,,
Skating Skills  1.60 9.75 9.75 10.00 9.75 9.75,,9.50 9.75,9.75 9.75,9.75,
Transitions  1.60 9.75 9.75 9.75 9.50 9.75,,9.50 9.75,9.75 9.75,9.71,
Performance  1.60 10.00 10.00 10.00 10.00 10.00,,9.75 10.00,10.00 10.00,10.00,
Composition  1.60 10.00 10.00 10.00 10.00 9.75,,9.75 9.75,9.75 10.00,9.89,
Interpretation of the Music  1.60 10.00 10.00 10.00 10.00 10.00,,9.75 10.00,10.00 10.00,10.00,
Judges Total Program Component Score (factored),,,,78.96,
Deductions,,,,0.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Evgenia TARASOVA / Vladimir MOROZOV RUS  16  144.24,,70.30,73.94,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Tw3  8.60  1.14 2 1 3 0 1,,1 2,0 1,9.74,
2 2S  1.30 -0.34 -2 -1 0 -2 -2,,-1 -2,-2 -2,0.96,
3 3STh  4.50  2.00 3 3 3 3 2,,3 2,3 3,6.50,
4 3T+2T  5.60 -1.00 -1 -2 -1 -2 0,,-1 -2,-2 -1,4.60,
5 5RLi4  7.50  1.40 2 2 2 2 1,,2 3,2 2,8.90,
6 BoDs3  4.00  1.30 1 1 2 2 3,,2 2,2 2,5.30,
7 FCCoSp4  3.50  1.07 2 2 2 2 3,,2 2,1 3,4.57,
8 ChSq1  2.00  1.50 1 2 3 2 2,,2 2,2 3,3.50,
9 3LoTh  5.00  1.10 3 1 2 1 1,,2 0,2 2,6.10,
10 5ALi4  7.50  1.70 2 2 3 3 2,,2 3,3 2,9.20,
11 3Li4  4.50  1.00 2 2 3 1 2,,2 2,2 2,5.50,
12 PCoSp4  4.50  0.93 1 3 2 2 2,,1 2,2 2,5.43,
58.50,,,,70.30,
Program Components Factor,,,,,
Skating Skills  1.60 9.50 9.25 9.50 9.50 9.50,,9.25 9.25,9.00 9.50,9.39,
Transitions  1.60 9.25 9.00 9.50 9.00 9.25,,9.25 8.75,9.00 9.00,9.11,
