Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,ARAKAWA Shizuka,JPN,191.34,3,66.02,1,125.32,2006-02-26,owg2006
2,COHEN Sasha,USA,183.36,1,66.73,2,116.63,2006-02-26,owg2006
3,SLUTSKAYA Irina,RUS,181.44,2,66.7,3,114.74,2006-02-26,owg2006
4,SUGURI Fumie,JPN,175.23,4,61.75,4,113.48,2006-02-26,owg2006
5,ROCHETTE Joannie,CAN,167.27,9,55.85,5,111.42,2006-02-26,owg2006
6,MEISSNER Kimmie,USA,165.71,5,59.4,6,106.31,2006-02-26,owg2006
7,HUGHES Emily,USA,160.87,7,57.08,7,103.79,2006-02-26,owg2006
8,MEIER Sarah,SUI,156.13,10,55.57,8,100.56,2006-02-26,owg2006
9,KOSTNER Carolina,ITA,153.5,11,53.77,9,99.73,2006-02-26,owg2006
10,GEDEVANISHVILI Elene,GEO,151.46,6,57.9,13,93.56,2006-02-26,owg2006
11,LIU Yan,CHN,145.3,15,49.84,11,95.46,2006-02-26,owg2006
12,LEUNG Mira,CAN,145.16,14,50.61,12,94.55,2006-02-26,owg2006
13,POYKIO Susanna,FIN,143.22,12,53.74,15,89.48,2006-02-26,owg2006
14,SOKOLOVA Elena,RUS,142.35,18,46.69,10,95.66,2006-02-26,owg2006
15,ANDO Miki,JPN,140.2,8,56.0,16,84.2,2006-02-26,owg2006
16,KORPI Kiira,FIN,137.2,20,44.84,14,92.36,2006-02-26,owg2006
17,LIASHENKO Elena,UKR,134.08,13,52.35,18,81.73,2006-02-26,owg2006
18,SEBESTYEN Julia,HUN,129.26,16,49.58,20,79.68,2006-02-26,owg2006
19,HEGEL Idora,CRO,127.07,17,47.06,19,80.01,2006-02-26,owg2006
20,EFREMENKO Galina,UKR,125.37,24,41.25,17,84.12,2006-02-26,owg2006
21,KARADEMIR Tugba,TUR,123.64,22,44.2,21,79.44,2006-02-26,owg2006
22,FONTANA Silvia,ITA,120.37,23,42.47,22,77.9,2006-02-26,owg2006
23,PAVUK Viktoria,HUN,119.85,19,46.4,23,73.45,2006-02-26,owg2006
24,MAXWELL Fleur,LUX,109.57,21,44.53,24,65.04,2006-02-26,owg2006
25,CARTER Joanne,AUS,40.86,25,40.86,DNQ,DNQ,2006-02-26,owg2006
26,LUCA Roxana,ROM,39.37,26,39.37,DNQ,DNQ,2006-02-26,owg2006
27,KIM Yong Suk,PRK,39.16,27,39.16,DNQ,DNQ,2006-02-26,owg2006
28,GLEBOVA Elena,EST,38.47,28,38.47,DNQ,DNQ,2006-02-26,owg2006
29,GIMAZETDINOVA Anastasia,UZB,38.44,29,38.44,DNQ,DNQ,2006-02-26,owg2006
