ISU GP Internationaux de France de Patinage 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
13 CCoSp4  3.50  1.00 2 2 2 2 2,,2 2,2 2,4.50,
86.02,,,,85.49,
Program Components Factor,,,,,
Skating Skills  2.00 9.50 9.00 9.25 9.25 9.50,,9.50 9.50,9.50 9.50,9.43,
Transitions  2.00 9.50 8.75 9.00 9.00 8.50,,9.25 9.00,9.00 9.50,9.07,
Performance  2.00 8.75 8.75 8.00 8.75 8.75,,9.25 9.25,9.00 9.25,8.93,
Composition  2.00 9.75 9.00 9.00 9.50 9.00,,9.75 9.50,9.25 9.50,9.36,
Interpretation of the Music  2.00 9.75 9.25 9.25 9.25 9.25,,9.50 9.50,9.25 9.75,9.39,
Judges Total Program Component Score (factored),,,,92.36,
Deductions Falls: -2.00(2),,,,-2.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1REP Jump repetition",,,,,
ISU GP Internationaux de France de Patinage 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Misha GE UZB  8  172.93,,86.09,86.84,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A+1Lo+3S  13.40  1.57 1 2 1 2 2,,1 1,2 2,14.97,
2 3A  8.50  0.71 0 1 1 0 1,,0 1,1 1,9.21,
3 3F !  5.30  0.10 0 0 0 1 1,,0 0,0 0,5.40,
4 CCSp3  2.80  0.71 1 1 2 2 1,,1 2,2 1,3.51,
5 StSq4  3.90  1.40 2 2 2 2 1,,2 2,2 2,5.30,
6 FSSp3  2.60  0.64 2 1 1 1 1,,1 2,2 1,3.24,
7 3Lz+3T  11.33 x  0.80 1 1 1 2 1,,1 1,1 2,12.13,
8 3Lz  6.60 x  1.10 1 2 1 2 1,,1 2,2 2,7.70,
9 3Lo  5.61 x  1.30 2 2 1 2 2,,1 2,2 2,6.91,
10 2A  3.63 x  0.50 1 1 1 1 1,,0 2,1 1,4.13,
11 2A+2T  5.06 x  0.43 0 1 1 2 1,,0 1,1 1,5.49,
12 ChSq1  2.00  2.10 3 3 3 3 2,,3 3,3 3,4.10,
13 CCoSp3  3.00  1.00 2 2 2 3 2,,2 2,2 2,4.00,
73.73,,,,86.09,
Program Components Factor,,,,,
Skating Skills  2.00 8.00 8.75 8.75 8.50 8.25,,8.25 8.75,9.00 8.75,8.57,
Transitions  2.00 8.50 8.50 8.50 8.25 8.00,,8.25 8.50,8.75 8.75,8.46,
Performance  2.00 8.25 8.75 9.00 8.75 8.50,,8.50 9.00,9.00 9.50,8.79,
Composition  2.00 8.25 8.50 9.00 8.50 8.25,,8.50 8.75,9.00 9.25,8.64,
Interpretation of the Music  2.00 9.00 9.00 9.00 8.75 8.50,,8.75 9.00,9.25 9.50,8.96,
Judges Total Program Component Score (factored),,,,86.84,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
4 Alexander SAMARIN RUS  9  161.62,,82.84,79.78,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz  13.60 -0.86 -1 -1 -1 0 -1,,-1 0,0 -1,12.74,
2 4T  10.30 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,6.30,
3 3A  8.50  2.00 2 2 2 2 2,,2 1,2 2,10.50,
4 FCSp3  2.80  0.64 1 1 1 2 1,,1 2,2 1,3.44,
5 StSq3  3.30  0.71 2 1 1 1 1,,2 2,2 1,4.01,
6 3A+2T  10.78 x  1.00 1 1 1 1 0,,1 1,1 2,11.78,
7 3Lz+2T  8.03 x  0.50 1 1 1 1 0,,1 0,0 1,8.53,
8 3Lz  6.60 x  0.50 1 1 1 0 0,,0 1,1 1,7.10,
9 3Lo  5.61 x -0.60 -1 -1 -1 -1 -1,,0 -1,-1 0,5.01,
10 2A  3.63 x -0.50 -1 -1 -1 -1 -1,,-1 -1,0 -1,3.13,
11 ChSq1  2.00  0.80 1 1 1 1 1,,2 1,2 1,2.80,
12 CCoSp4  3.50  0.43 1 1 0 1 0,,1 1,1 1,3.93,
13 CSSp4  3.00  0.57 1 1 1 1 1,,2 1,1 2,3.57,
81.65,,,,82.84,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 8.25 8.25 7.75 8.25,,8.50 8.25,8.75 8.00,8.18,
Transitions  2.00 6.50 7.25 8.00 7.50 7.50,,8.25 8.00,8.25 7.75,7.75,
Performance  2.00 7.50 7.75 8.00 7.75 8.00,,8.25 8.25,8.50 8.00,8.00,
Composition  2.00 6.75 7.25 8.25 8.00 7.75,,8.50 8.50,8.75 7.75,8.00,
Interpretation of the Music  2.00 7.50 7.75 8.25 7.75 7.50,,8.25 8.25,8.75 8.00,7.96,
Judges Total Program Component Score (factored),,,,79.78,
Deductions Falls: -1.00(1),,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Internationaux de France de Patinage 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
5 Alexei BYCHENKO ISR  7  160.65,,80.51,80.14,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+3T  14.60  1.86 3 2 2 2 2,,1 2,1 2,16.46,
2 4T  10.30  1.71 2 2 2 2 1,,1 2,2 1,12.01,
3 2Lo  1.80  0.00 0 0 0 1 0,,0 0,0 0,1.80,
4 CCoSp3  3.00  0.50 1 1 1 1 0,,1 1,1 1,3.50,
5 StSq3  3.30  0.71 1 2 2 1 1,,2 1,2 1,4.01,
6 3A  9.35 x  1.29 2 1 1 1 1,,0 2,1 2,10.64,
7 3A+1T  9.79 x -0.57 0 -1 -1 0 -1,,0 -1,-1 0,9.22,
8 2Lz  2.31 x -0.04 0 0 0 0 -1,,0 0,0 -1,2.27,
9 FCSp3  2.80  0.36 0 1 1 1 0,,0 1,1 1,3.16,
10 3F+1Lo+2S  7.81 x  0.20 1 1 0 0 0,,0 0,0 1,8.01,
11 2A  3.63 x  0.64 2 2 1 1 2,,0 1,1 1,4.27,
12 ChSq1  2.00  0.50 1 0 1 1 0,,2 1,1 0,2.50,
13 CSSp3  2.60  0.06 0 1 0 -1 -1,,1 1,0 -1,2.66,
73.29,,,,80.51,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 8.00 8.50 7.75 7.50,,8.25 8.25,8.25 7.75,8.00,
Transitions  2.00 7.50 7.25 8.00 7.50 7.00,,8.25 8.00,8.00 7.75,7.71,
Performance  2.00 8.00 8.25 8.25 7.75 7.50,,8.00 8.50,8.00 8.00,8.04,
Composition  2.00 8.25 8.00 8.50 8.25 7.25,,8.25 8.50,8.25 8.00,8.21,
Interpretation of the Music  2.00 8.00 8.00 8.75 8.25 7.25,,8.00 8.50,8.25 7.75,8.11,
Judges Total Program Component Score (factored),,,,80.14,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
6 Max AARON USA  4  158.56,,82.70,75.86,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T+2T  11.60  0.86 1 1 1 1 2,,0 0,1 1,12.46,
2 2S  1.30  0.00 0 0 0 0 0,,0 0,1 0,1.30,
3 3Lo  5.10  0.30 0 1 1 2 1,,0 0,0 0,5.40,
4 StSq3  3.30  0.50 1 1 0 1 1,,1 1,2 1,3.80,
5 FCCoSp4  3.50  0.64 2 1 1 2 1,,2 1,1 1,4.14,
6 4T< <  8.80 x -2.86 -3 -2 -2 -1 -2,,-3 -2,-2 -3,5.94,
7 3A+2T  10.78 x  1.14 1 2 1 1 2,,0 1,1 1,11.92,
8 3A  9.35 x  1.86 2 2 2 2 2,,0 1,2 2,11.21,
9 3Lz+1Lo+3S  11.99 x  1.00 2 2 1 2 2,,1 1,1 1,12.99,
10 FSSp4  3.00  0.07 1 0 0 1 0,,0 0,0 -1,3.07,
11 ChSq1  2.00  0.70 1 1 1 2 1,,1 1,1 0,2.70,
12 2A  3.63 x  0.50 1 1 1 2 1,,0 1,1 1,4.13,
13 CCoSp3  3.00  0.64 2 1 0 1 1,,1 2,2 1,3.64,
77.35,,,,82.70,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 8.00 7.25 8.25 8.25,,7.75 8.00,7.75 7.50,7.86,
Transitions  2.00 7.00 7.50 7.00 7.75 7.50,,7.50 7.00,7.50 7.25,7.32,
Performance  2.00 7.00 7.75 7.00 8.00 7.75,,7.75 7.75,7.50 7.25,7.54,
Composition  2.00 7.75 7.75 7.25 7.75 7.75,,7.75 7.75,7.50 7.25,7.64,
Interpretation of the Music  2.00 7.75 8.00 7.00 7.75 7.25,,7.50 7.50,7.75 7.50,7.57,
Judges Total Program Component Score (factored),,,,75.86,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Internationaux de France de Patinage 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
7 Vincent ZHOU USA  1  156.09,,88.57,69.52,2.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lz+3T  17.90  1.57 2 2 1 2 2,,1 1,1 2,19.47,
2 4F  12.30 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,8.30,
3 4S+2T  11.80  0.14 0 1 0 0 1,,0 0,0 0,11.94,
4 CSSp4  3.00  0.43 1 1 1 1 1,,0 1,0 1,3.43,
5 ChSq1  2.00  0.80 2 2 0 1 1,,2 0,0 2,2.80,
6 1Lz  0.66 x -0.11 -2 -1 -1 -1 -1,,-2 0,-1 -1,0.55,
7 2T  1.43 x  0.00 -1 0 0 0 0,,0 0,0 0,1.43,
8 4Lz< <  10.45 x -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,6.45,
9 3A  9.35 x  0.43 1 1 0 0 1,,0 0,0 1,9.78,
10 FCSp4  3.20  0.07 1 1 0 0 0,,0 0,0 0,3.27,
11 StSq3  3.30  0.71 2 2 1 1 2,,2 1,1 1,4.01,
12 3Lz+1Lo+3F  12.98 x  0.30 1 1 0 0 0,,1 0,0 1,13.28,
13 CCoSp4  3.50  0.36 2 2 0 0 1,,1 0,0 1,3.86,
91.87,,,,88.57,
Program Components Factor,,,,,
Skating Skills  2.00 7.00 7.50 6.75 7.25 7.75,,7.50 7.00,6.75 7.25,7.18,
Transitions  2.00 6.00 6.75 6.50 6.75 7.25,,7.25 6.25,6.25 7.00,6.68,
Performance  2.00 5.75 7.25 6.00 7.00 7.50,,7.25 7.00,6.25 7.25,6.86,
Composition  2.00 6.75 7.00 6.75 7.25 8.00,,7.50 7.00,6.50 7.50,7.11,
Interpretation of the Music  2.00 6.00 7.25 6.50 7.00 7.75,,7.00 6.75,6.75 7.25,6.93,
Judges Total Program Component Score (factored),,,,69.52,
Deductions Falls: -2.00(2),,,,-2.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
8 Moris KVITELASHVILI GEO  6  153.52,,75.52,79.00,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3A  8.50 -0.14 0 -1 0 0 -1,,1 0,0 0,8.36,
2 4S  10.50 -4.00 -3 -3 -3 -3 -3,,-3 -3,-2 -3,6.50,
3 4T+3T  14.60  1.00 1 1 1 0 1,,1 1,1 1,15.60,
4 FCSp4  3.20  0.36 0 1 1 1 -1,,1 2,1 0,3.56,
5 StSq3  3.30  0.79 2 1 2 2 1,,2 1,2 1,4.09,
6 2T  1.43 x -0.03 0 0 0 -1 -1,,0 0,0 0,1.40,
7 3F+2T  7.26 x  0.60 1 1 1 0 1,,1 1,0 1,7.86,
8 2Lo  1.98 x  0.04 0 0 0 0 1,,0 0,0 1,2.02,
9 3F  5.83 x  0.60 1 1 1 2 1,,1 0,0 1,6.43,
10 2A+1Lo+3S  9.02 x -0.10 0 0 0 -1 -1,,1 0,0 0,8.92,
11 CSSp4  3.00  0.57 1 1 1 1 1,,2 2,1 1,3.57,
12 ChSq1  2.00  1.00 1 1 1 2 1,,2 2,2 1,3.00,
13 CCoSp4  3.50  0.71 1 1 2 1 1,,2 2,1 2,4.21,
74.12,,,,75.52,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 7.75 8.25 8.00 7.75,,8.50 8.25,8.00 8.00,8.00,
Transitions  2.00 7.25 7.25 8.00 7.75 7.00,,8.25 8.00,7.75 7.75,7.68,
Performance  2.00 7.50 7.50 8.00 7.75 7.50,,8.25 8.25,8.00 7.50,7.79,
Composition  2.00 8.00 7.50 8.25 8.25 7.75,,8.50 8.25,8.25 7.75,8.07,
Interpretation of the Music  2.00 8.00 7.50 8.50 7.75 7.50,,8.50 8.00,8.25 7.75,7.96,
Judges Total Program Component Score (factored),,,,79.00,
Deductions Falls: -1.00(1),,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Internationaux de France de Patinage 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
9 Kevin AYMOZ FRA  5  150.43,,73.21,77.22,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A+3T< <  11.50 -1.71 -1 -2 -1 -1 -2,,-2 -2,-2 -2,9.79,
2 3A  8.50 -1.86 -2 -1 -2 -2 -2,,-3 -2,-1 -2,6.64,
3 3Lz  6.00 -0.70 -1 -1 -1 -1 -2,,-1 -1,0 -1,5.30,
4 3Lz+2T  7.30  0.00 0 0 0 0 0,,0 0,0 0,7.30,
5 CCSp4  3.20  0.71 2 2 1 1 1,,1 2,2 1,3.91,
6 2A  3.30  0.79 2 2 1 2 2,,1 2,1 1,4.09,
7 StSq4  3.90  1.30 3 2 1 2 2,,1 2,2 2,5.20,
8 3F !  5.83 x  0.00 1 0 0 0 -1,,0 0,0 0,5.83,
9 3Lo  5.61 x  0.50 1 1 1 1 1,,0 0,0 1,6.11,
10 ChSq1  2.00  1.50 3 2 2 3 2,,2 1,2 2,3.50,
11 3S+2Lo+2Lo  8.80 x -0.90 -1 -2 -1 -2 -1,,0 -1,-1 -2,7.90,
12 FSSp4  3.00  0.50 1 1 1 2 1,,0 1,1 1,3.50,
13 CCoSp4  3.50  0.64 2 1 1 2 1,,1 1,2 1,4.14,
72.44,,,,73.21,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 7.75 7.50 8.00 7.50,,7.50 8.00,7.75 7.25,7.68,
Transitions  2.00 7.75 7.50 7.00 7.75 6.75,,7.50 7.50,7.25 7.25,7.39,
Performance  2.00 8.00 8.00 7.00 8.25 8.00,,7.75 7.50,7.50 7.75,7.79,
Composition  2.00 8.50 7.75 7.50 8.25 7.75,,8.00 7.75,7.75 7.50,7.82,
Interpretation of the Music  2.00 9.00 8.00 7.50 8.25 8.00,,8.00 7.50,8.00 7.75,7.93,
Judges Total Program Component Score (factored),,,,77.22,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
10 Denis TEN KAZ  3  144.87,,63.01,83.86,2.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4S  10.50 -1.20 -1 -1 -1 -1 -1,,-1 -1,-1 -1,9.30,
2 4T  10.30 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,6.30,
3 3A  8.50 -1.43 -2 -1 -2 -1 -1,,-2 -1,-1 -2,7.07,
4 CCSp4  3.20  1.00 2 2 2 1 2,,2 2,2 2,4.20,
5 ChSq1  2.00  1.00 0 1 1 2 1,,2 2,1 2,3.00,
6 3A+REP  6.55 x -3.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,3.55,
7 2F  2.09 x -0.04 0 0 0 0 -1,,-1 0,0 0,2.05,
8 3Lo  5.61 x  0.00 1 0 0 0 0,,0 0,0 -1,5.61,
9 CCoSp4  3.50  0.86 2 2 2 1 1,,1 2,2 2,4.36,
10 3T  4.73 x  0.70 1 1 1 1 1,,0 1,1 1,5.43,
11 2A  3.63 x  0.50 0 1 1 1 1,,1 1,1 2,4.13,
12 StSq3  3.30  1.00 2 3 1 2 2,,2 2,2 2,4.30,
13 FSSp4  3.00  0.71 1 1 1 1 2,,2 2,2 1,3.71,
66.91,,,,63.01,
Program Components Factor,,,,,
Skating Skills  2.00 8.25 8.25 8.50 8.50 8.50,,8.25 8.75,8.75 8.50,8.46,
Transitions  2.00 8.00 8.00 8.00 8.25 7.75,,8.00 8.50,8.50 8.50,8.18,
Performance  2.00 7.00 8.25 8.00 7.75 7.75,,8.00 8.50,8.50 8.50,8.11,
Composition  2.00 7.50 8.75 8.50 8.50 8.25,,8.50 8.75,8.75 9.00,8.57,
Interpretation of the Music  2.00 8.00 8.25 8.75 8.50 8.75,,8.50 8.75,8.75 9.00,8.61,
Judges Total Program Component Score (factored),,,,83.86,
Deductions Falls: -2.00(2),,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1REP Jump repetition",,,,,
ISU GP Internationaux de France de Patinage 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
"",Score,Score,Score (factored),,
11 Romain PONSART FRA  2,134.31,63.25,71.06,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4",J5,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+2T  11.60  0.86 1 1 1 1,2,0 1,1 0,12.46,
2 3A  8.50 -2.00 -2 -1 -2 -2,-2,-2 -2,-2 -2,6.50,
3 FCSp4  3.20  0.64 1 2 1 2,1,1 2,1 1,3.84,
4 StSq2  2.60  0.50 2 1 1 1,1,1 1,0 1,3.10,
5 2T  1.43 x  0.09 0 1 0 1,0,0 1,1 0,1.52,
6 1A  1.21 x -0.03 0 0 0 0,-1,-1 0,0 0,1.18,
7 3Lo  5.61 x  0.20 1 1 1 0,0,0 0,0 0,5.81,
8 3Lz+1Lo+2S  8.58 x  0.40 1 1 1 0,1,0 0,0 1,8.98,
9 ChSq1  2.00  0.80 3 1 0 2,1,1 1,1 1,2.80,
10 3S  4.84 x  0.80 2 2 1 1,1,1 1,1 1,5.64,
11 2A  3.63 x  0.43 1 1 1 1,1,0 1,0 1,4.06,
12 CSSp4  3.00  0.29 1 0 1 0,0,0 1,1 1,3.29,
13 CCoSp4  3.50  0.57 2 2 1 1,1,1 1,1 1,4.07,
59.70,,,,63.25,
Program Components Factor,,,,,
Skating Skills  2.00 7.50 7.50 6.75 7.00,7.25,7.00 7.25,7.25 7.00,7.18,
Transitions  2.00 6.75 7.00 6.50 6.75,6.25,6.50 6.75,7.00 6.75,6.71,
Performance  2.00 7.25 7.50 6.50 7.00,7.50,7.25 7.25,7.25 7.25,7.25,
Composition  2.00 7.25 7.00 6.75 7.25,6.75,7.25 7.50,7.50 7.50,7.21,
Interpretation of the Music  2.00 7.00 7.25 6.75 7.25,7.00,7.00 7.50,7.50 7.25,7.18,
Judges Total Program Component Score (factored),,,,71.06,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
printed: 18/11/2017 22:41:17,,,,,
