Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gpfra2017,2017-11-19,Evgenia TARASOVA / Vladimir MOROZOV,RUS,218.20000000000002,1,77.84,2,140.36
2,gpfra2017,2017-11-19,Vanessa JAMES / Morgan CIPRES,FRA,214.32,2,73.18,1,141.14
3,gpfra2017,2017-11-19,Nicole DELLA MONICA / Matteo GUARISE,ITA,197.59,3,70.65,3,126.94
4,gpfra2017,2017-11-19,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,193.07,4,66.36,4,126.71
5,gpfra2017,2017-11-19,Cheng PENG / Yang JIN,CHN,188.14,5,62.4,5,125.74
6,gpfra2017,2017-11-19,Marissa CASTELLI / Mervin TRAN,USA,177.15,6,58.99,6,118.16
7,gpfra2017,2017-11-19,Lola ESBRAT / Andrei NOVOSELOV,FRA,146.72,7,51.9,7,94.82
8,gpfra2017,2017-11-19,Zoe JONES / Christopher BOYADJI,GBR,130.43,8,44.59,8,85.84
