Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Javier FERNANDEZ,ESP,292.98,2,91.55,1,201.43,2016-11-06,gprus2016
2,Shoma UNO,JPN,285.07,1,98.59,2,186.48,2016-11-06,gprus2016
3,Alexei BYCHENKO,ISR,255.52,4,86.81,3,168.71,2016-11-06,gprus2016
4,Mikhail KOLYADA,RUS,245.3,3,90.28,6,155.02,2016-11-06,gprus2016
5,Max AARON,USA,235.58,8,73.64,4,161.94,2016-11-06,gprus2016
6,Elladj BALDE,CAN,225.45,6,76.36,8,149.09,2016-11-06,gprus2016
7,Keiji TANAKA,JPN,224.91,10,69.13,5,155.78,2016-11-06,gprus2016
8,Chafik BESSEGHIER,FRA,223.98,5,80.68,10,143.3,2016-11-06,gprus2016
9,Gordei GORSHKOV,RUS,223.51,9,73.37,7,150.14,2016-11-06,gprus2016
10,Artur DMITRIEV,RUS,221.52,7,76.06,9,145.46,2016-11-06,gprus2016
11,Deniss VASILJEVS,LAT,203.77,12,62.4,11,141.37,2016-11-06,gprus2016
12,Alexander MAJOROV,SWE,192.14,11,67.8,12,124.34,2016-11-06,gprus2016
