ISU GP HomeSense Skate Canada International 2009,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total,Total,,,Total,Total,
Rank Name Nation Number Segment,Element,,,Program  Component,Deductions,
Score,Score,,,Score (factored),,
1 Joannie ROCHETTE CAN  11  70.00,38.40,,,31.60,0.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+2T  7.30  1.00 1 1 2 1 1,1 1,,,0 1,8.30,
2 3F  5.50  1.80 2 2 2 1 2,2 1,,,1 1,7.30,
3 FSSp4  3.00  0.50 1 1 1 1 1,1 1,,,1 1,3.50,
4 2A  3.50  1.80 2 2 2 2 1,1 1,,,2 1,5.30,
"",Info,,,,,Info
5 SpSq3  3.10  0.50 1 1 1 1 1,1 1,,,1 2,3.60,
6 LSp3  2.40  0.50 1 0 1 1 1,1 2,,,1 1,2.90,
7 SlSt3  3.30  1.00 2 2 2 2 2,2 2,,,2 2,4.30,
8 CCoSp3  3.00  0.20 1 0 1 1 0,-1 0,,,0 0,3.20,
31.10,,,,,38.40,
Program Components Factor,,,,,,
Skating Skills  0.80 8.00 7.75 7.75 7.25 7.75,8.25 7.75,,,8.00 7.25,7.85,
Transition / Linking Footwork  0.80 7.25 8.50 7.50 7.25 7.75,7.25 7.50,,,7.75 7.50,7.50,
Performance / Execution  0.80 8.50 8.00 7.75 7.50 8.25,7.75 8.75,,,9.00 7.50,8.05,
Choreography / Composition  0.80 7.75 8.50 7.75 7.25 8.00,8.00 8.50,,,9.25 7.25,8.00,
Interpretation  0.80 8.00 8.50 7.75 7.50 8.25,8.00 8.75,,,9.25 7.50,8.10,
Judges Total Program Component Score (factored),,,,,31.60,
Deductions:,,,,,0.00,
Starting Total,Total,,,Total,Total,
Rank Name Nation Number Segment,Element,,,Program  Component,Deductions,
Score,Score,,,Score (factored),,
2 Alissa CZISNY USA  7  63.52,36.60,,,26.92,0.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+2T  7.30  1.00 1 1 0 1 1,1 0,,,0 1,8.30,
2 3F  5.50 -0.40 0 -1 1 1 -1,-1 0,,,-1 0,5.10,
3 SpSq4  3.40  1.80 2 2 1 2 1,2 1,,,2 2,5.20,
4 2A  3.50  0.20 0 0 0 1 0,1 0,,,0 0,3.70,
5 FSSp2  2.30  0.50 1 1 2 1 1,2 1,,,1 1,2.80,
6 LSp4  2.70  1.10 2 2 2 2 2,3 2,,,2 3,3.80,
7 SlSt3  3.30  0.50 1 1 1 1 0,1 1,,,0 1,3.80,
8 CCoSp3  3.00  0.90 2 1 3 2 1,3 2,,,2 2,3.90,
31.00,,,,,36.60,
Program Components Factor,,,,,,
Skating Skills  0.80 6.50 7.25 7.00 7.25 6.75,8.00 6.75,,,6.00 7.75,7.15,
Transition / Linking Footwork  0.80 6.00 6.75 6.75 5.50 6.00,3.75 6.00,,,5.50 7.50,6.05,
Performance / Execution  0.80 6.50 7.50 7.25 7.00 6.75,7.50 6.50,,,6.00 8.00,7.05,
Choreography / Composition  0.80 6.50 7.00 7.50 6.50 6.25,6.25 6.50,,,6.25 8.00,6.55,
Interpretation  0.80 6.50 7.25 7.00 6.50 6.50,7.25 6.75,,,5.75 8.00,6.85,
Judges Total Program Component Score (factored),,,,,26.92,
Deductions:,,,,,0.00,
ISU GP HomeSense Skate Canada International 2009,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
3 Mirai NAGASU USA  3  56.34,32.30,,24.04,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+2T  7.30 -0.20 0 1 -2 1 0,0 0,,0 -1,7.10,
2 3F !  5.50 -2.20 -3 -1 -3 -1 -2,-2 -2,,-2 -2,3.30,
3 SpSq4  3.40  1.20 1 1 1 1 1,1 1,,2 2,4.60,
4 2A  3.50  0.40 0 1 0 1 0,0 1,,1 0,3.90,
"",Info,,,,Info
5 FSSp3  2.60  0.10 0 0 0 0 0,0 0,,1 1,2.70,
6 LSp4  2.70  1.50 2 3 3 2 3,3 3,,3 3,4.20,
7 CiSt2  2.30  0.40 1 1 0 2 0,1 0,,1 1,2.70,
8 CCoSp3  3.00  0.80 1 2 2 2 2,1 1,,2 2,3.80,
30.30,,,,32.30,
Program Components Factor,,,,,
Skating Skills  0.80 6.00 6.50 6.25 6.00 5.00,6.25 6.75,,6.50 6.25,6.35,
Transition / Linking Footwork  0.80 5.25 6.00 5.00 5.75 4.75,5.50 6.00,,5.00 5.75,5.50,
Performance / Execution  0.80 5.75 6.25 6.25 6.00 4.50,6.00 6.75,,6.75 6.00,6.25,
Choreography / Composition  0.80 5.75 6.50 5.50 6.25 5.00,6.00 6.50,,6.00 6.00,6.05,
Interpretation  0.80 5.75 6.25 4.75 6.00 4.50,5.75 6.00,,5.75 6.25,5.90,
Judges Total Program Component Score (factored),,,,24.04,
Deductions:,,,,0.00,
"!  Jump take off with wrong edge (short)",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
4 Laura LEPISTÖ FIN  10  55.74,29.14,,26.60,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 2T+3T  5.30 -2.40 -3 -2 -2 -2 -2,-3 -2,,-3 -3,2.90,
2 3Lo  5.00  0.00 -1 0 0 -1 0,0 0,,0 0,5.00,
3 FSSp4  3.00  0.30 0 1 0 1 1,0 1,,1 0,3.30,
4 LSp3  2.40 -0.06 -1 0 -1 0 0,0 -1,,0 -1,2.34,
5 2A  3.50  0.80 1 0 1 1 1,0 1,,1 1,4.30,
6 SpSq4  3.40  1.00 0 0 1 1 1,1 0,,1 1,4.40,
7 SlSt3  3.30  0.50 0 1 1 1 2,1 0,,1 1,3.80,
8 CCoSp3  3.00  0.10 0 0 0 1 0,0 0,,1 0,3.10,
28.90,,,,29.14,
Program Components Factor,,,,,
Skating Skills  0.80 7.00 6.75 6.25 6.50 7.75,7.25 6.50,,7.00 7.25,6.95,
Transition / Linking Footwork  0.80 6.00 6.75 5.75 6.00 6.25,6.50 6.00,,6.25 6.00,6.20,
Performance / Execution  0.80 6.50 7.25 5.75 6.50 7.00,7.00 5.75,,6.50 6.25,6.65,
Choreography / Composition  0.80 6.75 7.00 6.00 6.50 6.75,7.25 6.25,,6.75 6.75,6.75,
Interpretation  0.80 6.00 6.75 6.25 6.75 7.00,7.00 5.75,,6.75 6.25,6.70,
Judges Total Program Component Score (factored),,,,26.60,
Deductions:,,,,0.00,
ISU GP HomeSense Skate Canada International 2009,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
