Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Joannie ROCHETTE,CAN,182.9,1,70.0,1,112.9,2009-11-22,gpcan09
2,Alissa CZISNY,USA,163.53,2,63.52,4,100.01,2009-11-22,gpcan09
3,Laura LEPISTÖ,FIN,158.52,4,55.74,2,102.78,2009-11-22,gpcan09
4,Mirai NAGASU,USA,156.83,3,56.34,3,100.49,2009-11-22,gpcan09
5,Akiko SUZUKI,JPN,147.72,8,53.1,5,94.62,2009-11-22,gpcan09
6,Amelie LACOSTE,CAN,141.13,6,55.1,6,86.03,2009-11-22,gpcan09
7,Cynthia PHANEUF,CAN,132.48,5,55.58,9,76.9,2009-11-22,gpcan09
8,Caroline ZHANG,USA,132.46,7,54.58,8,77.88,2009-11-22,gpcan09
9,Sarah HECKEN,GER,124.4,10,45.5,7,78.9,2009-11-22,gpcan09
10,Jenna MCCORKELL,GBR,123.5,9,47.48,10,76.02,2009-11-22,gpcan09
11,Joshi HELGESSON,SWE,108.41,11,40.48,11,67.93,2009-11-22,gpcan09
