Rank,Name,Nation,Points,Short Rank,Short Score,OD Rank,OD Score,Free Rank,Free Score,Date,Event
1,Tessa VIRTUE / Scott MOIR,CAN,204.38,1,40.69,1,60.57,1,103.12,2009-11-22,gpcan09
2,Nathalie PECHALAT / Fabian BOURZAT,FRA,185.07,2,35.55,2,56.05,2,93.47,2009-11-22,gpcan09
3,Kaitlyn WEAVER / Andrew POJE,CAN,165.64,3,32.18,4,51.18,4,82.28,2009-11-22,gpcan09
4,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,161.68,5,30.09,5,45.92,3,85.67,2009-11-22,gpcan09
5,Emily SAMUELSON / Evan BATES,USA,160.76,4,31.47,3,51.49,5,77.8,2009-11-22,gpcan09
6,Madison HUBBELL / Keiffer HUBBELL,USA,141.63,6,27.14,6,44.49,7,70.0,2009-11-22,gpcan09
7,Carolina HERMANN / Daniel HERMANN,GER,141.61,7,25.29,7,42.78,6,73.54,2009-11-22,gpcan09
8,Andrea CHONG / Guillaume GFELLER,CAN,128.7,8,24.27,8,40.39,8,64.04,2009-11-22,gpcan09
