Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Jeremy ABBOTT,USA,232.99,1,79.0,2,153.99,2009-11-22,gpcan09
2,Daisuke TAKAHASHI,JPN,231.31,2,76.3,1,155.01,2009-11-22,gpcan09
3,Alban PREAUBERT,FRA,212.28,4,72.3,3,139.98,2009-11-22,gpcan09
4,Michal BREZINA,CZE,202.32,5,71.92,5,130.4,2009-11-22,gpcan09
5,Samuel CONTESTI,ITA,202.25,7,67.3,4,134.95,2009-11-22,gpcan09
6,Patrick CHAN,CAN,198.77,6,68.64,6,130.13,2009-11-22,gpcan09
7,Denis TEN,KAZ,193.33,3,75.45,9,117.88,2009-11-22,gpcan09
8,Stephen CARRIERE,USA,188.31,10,59.4,7,128.91,2009-11-22,gpcan09
9,Armin MAHBANOOZADEH,USA,186.48,8,65.3,8,121.18,2009-11-22,gpcan09
10,Joey RUSSELL,CAN,168.71,9,61.82,11,106.89,2009-11-22,gpcan09
11,Kevin VAN DER PERREN,BEL,168.54,11,58.86,10,109.68,2009-11-22,gpcan09
12,Jeremy TEN,CAN,148.96,12,45.14,12,103.82,2009-11-22,gpcan09
