12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Beatrisa LIANG,USA,0,52.81,30.3,22.51,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,FSSp4,,3.0,False,0.21,1,0,0,0,1,1,0,0,1,1,1,1,,3.21
2,3Lz+2T,e,7.3,False,-1.43,-1,-1,-2,-1,-3,-2,-1,-1,-2,-2,-2,-1,,5.87
3,SpSq4,,3.4,False,0.43,0,0,1,0,1,1,0,1,1,0,0,1,,3.83
4,LSp2,,1.8,False,0.0,0,0,0,0,0,1,0,1,0,0,0,0,,1.8
5,3F,,5.5,False,-0.14,-2,0,0,-2,0,0,0,0,-1,0,0,0,,5.36
6,SlSt2,,2.3,False,0.43,1,1,1,1,1,1,0,1,0,1,1,1,,2.73
7,2A,,3.5,False,0.29,0,0,0,0,0,0,0,1,0,1,0,1,,3.79
8,CCoSp4,,3.5,False,0.21,0,1,0,1,1,1,0,1,0,0,-1,1,,3.71
,,,30.3,,,,,,,,,,,,,,,,30.3
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.5,6.0,5.5,5.75,5.5,5.25,5.5,5.75,6.0,6.25,5.5,6.0,,5.79
,Transition / Linking Footwork  ,,,,0.8,5.0,5.5,4.5,5.5,5.25,4.75,4.75,5.5,5.5,6.0,4.75,5.75,,5.32
,Performance / Execution  ,,,,0.8,5.5,6.0,5.25,5.5,5.5,5.5,5.0,5.25,5.75,6.25,5.75,6.25,,5.68
,Choreography / Composition  ,,,,0.8,5.5,6.25,5.25,5.75,5.5,5.0,4.75,5.25,5.75,6.25,5.5,6.25,,5.71
,Interpretation  ,,,,0.8,5.25,6.0,4.75,5.5,5.75,5.25,5.0,5.75,5.75,6.0,5.5,6.25,,5.64
,,,,,,,,,,,,,,,,,,,22.51
