12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Ashley WAGNER,USA,0,51.49,27.94,23.55,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lz+2Lo,e,7.5,False,-1.57,-1,-1,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,,5.93
2,2A,,3.5,False,0.0,0,1,0,0,0,0,0,0,0,0,0,0,,3.5
3,LSp4,,2.6,False,0.43,2,1,1,1,1,1,0,2,1,1,0,1,,3.03
4,SpSq3,,3.1,False,0.07,0,0,0,0,1,0,0,1,0,0,0,1,,3.17
5,FSSp3,,2.3,False,0.36,1,1,1,1,0,1,0,0,1,1,0,1,,2.66
6,3F,,5.5,False,-0.86,0,-1,-1,-2,0,-1,0,-1,-1,-1,0,-1,,4.64
7,SlSt2,,2.3,False,0.07,1,0,0,0,0,0,0,1,0,0,0,1,,2.37
8,CCoSp2,,2.5,False,0.14,0,0,1,1,1,0,0,0,0,0,0,1,,2.64
,,,29.3,,,,,,,,,,,,,,,,27.94
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.5,5.75,5.75,5.75,6.25,5.75,6.5,6.25,6.25,6.25,6.0,6.5,,6.11
,Transition / Linking Footwork  ,,,,0.8,6.25,5.5,5.5,5.5,6.0,5.5,6.0,5.75,5.75,6.0,5.0,6.25,,5.71
,Performance / Execution  ,,,,0.8,6.25,5.75,5.25,5.75,6.5,6.0,6.25,5.75,6.0,6.25,5.75,6.25,,5.93
,Choreography / Composition  ,,,,0.8,6.5,5.75,5.5,6.0,6.5,5.75,6.0,5.5,6.0,6.25,5.25,6.25,,5.86
,Interpretation  ,,,,0.8,6.25,5.5,5.5,5.75,6.5,5.75,6.25,5.75,5.75,6.25,5.5,6.5,,5.82
,,,,,,,,,,,,,,,,,,,23.55
