Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Jeffrey BUTTLE,CAN,215.48,1,76.08,1,139.4,2005-11-20,gpfra05
2,Brian JOUBERT,FRA,210.41,2,71.55,2,138.86,2005-11-20,gpfra05
3,Gheorghe CHIPER,ROM,191.95,3,66.25,3,125.7,2005-11-20,gpfra05
4,Timothy GOEBEL,USA,182.41,4,65.05,6,117.36,2005-11-20,gpfra05
5,Samuel CONTESTI,FRA,175.99,6,56.99,4,119.0,2005-11-20,gpfra05
6,Michael WEISS,USA,169.6,5,60.5,9,109.1,2005-11-20,gpfra05
7,Sergei DOBRIN,RUS,168.88,10,51.4,5,117.48,2005-11-20,gpfra05
8,Frederic DAMBIER,FRA,165.98,8,52.38,8,113.6,2005-11-20,gpfra05
9,Xiaodong MA,CHN,165.57,11,50.15,7,115.42,2005-11-20,gpfra05
10,Anton KOVALEVSKI,UKR,156.16,7,53.66,10,102.5,2005-11-20,gpfra05
11,Andrei LEZIN,RUS,141.62,9,52.34,12,89.28,2005-11-20,gpfra05
12,Jamal OTHMAN,SUI,139.28,12,43.62,11,95.66,2005-11-20,gpfra05
