10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
9,Zoe BLANC / Pierre-Lup BOUQUET,FRA,0,67.38,39.7,28.68,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,STw4,,4.7,False,0.0,0,-1,0,0,0,1,0,0,0,0,,4.7
2,CoSp4,,4.7,False,0.1,1,0,0,0,0,1,0,0,0,1,,4.8
3,RoLi4,,4.0,False,0.2,1,0,0,0,0,0,0,1,1,0,,4.2
4,CiSt2,,6.4,False,0.0,0,0,0,0,0,1,-1,0,0,0,,6.4
5,SlLi4,,4.0,False,0.3,1,1,1,0,1,0,1,1,0,1,,4.3
6,DiSt2,,5.4,False,0.0,0,0,1,0,0,0,0,0,0,0,,5.4
7,SeLi4,,6.4,False,0.4,1,1,1,1,1,1,0,1,0,1,,6.8
8,CuLi2,,3.0,False,0.1,1,0,0,0,1,0,0,1,0,0,,3.1
,,,38.6,,,,,,,,,,,,,,39.7
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,5.25,4.5,5.5,4.75,4.75,5.25,4.75,5.0,4.75,4.75,,4.9
,Linking Footwork / Movement  ,,,,1.75,5.0,4.0,5.0,4.25,4.5,5.25,4.5,5.0,4.25,4.5,,4.6
,Performance  ,,,,1.0,5.0,4.5,5.5,4.75,4.75,5.25,4.5,5.25,4.5,4.75,,4.8
,Choreography  ,,,,1.0,5.25,4.25,5.5,4.75,4.75,5.5,4.5,5.0,4.75,4.75,,4.85
,Interpretation / Timing  ,,,,1.0,5.25,4.5,5.75,4.25,4.5,5.0,4.75,5.25,4.75,4.75,,4.85
,,,,,,,,,,,,,,,,,28.68
Deduction,Extended lifts,-1.0
