Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elizaveta TUKTAMYSHEVA,RUS,203.58,1,67.52,1,136.06,2014-12-14,gpf1415
2,Elena RADIONOVA,RUS,198.74,3,63.89,2,134.85,2014-12-14,gpf1415
3,Ashley WAGNER,USA,189.5,6,60.24,3,129.26,2014-12-14,gpf1415
4,Anna POGORILAYA,RUS,180.29,4,61.34,4,118.95,2014-12-14,gpf1415
5,Julia LIPNITSKAIA,RUS,177.79,2,66.24,6,111.55,2014-12-14,gpf1415
6,Rika HONGO,JPN,176.13,5,61.1,5,115.03,2014-12-14,gpf1415
