ISU Grand Prix of Figure Skating Final 2014,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuzuru HANYU JPN  6,194.08  103.30,,91.78,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4S  10.50  2.43 3 3 3,2 2 3 2,,2 2,12.93,
2 4T  10.30  2.71 3 3 3,3 2 3 2,,3 2,13.01,
3 3F  5.30  1.20 1 2 2,2 1 2 2,,2 1,6.50,
4 FCCoSp3p4  3.50  0.71 0 2 2,1 1 1 2,,1 2,4.21,
"",Info,,,,Info
5 StSq3  3.30  0.93 2 2 2,2 2 3 1,,2 1,4.23,
6 3Lz+2T  8.03 x  1.00 1 2 2,1 1 1 1,,2 2,9.03,
7 3A+3T  13.86 x  2.29 2 3 2,2 2 2 2,,3 3,16.15,
8 3A+1Lo+3S  14.52 x  2.14 2 3 2,3 1 1 2,,3 2,16.66,
9 3Lo  5.61 x  0.90 1 2 1,1 1 0 2,,2 1,6.51,
10 3Lz< <  4.62 x -2.10 -3 -3 -3,-3 -3 -3 -3,,-3 -3,2.52,
11 ChSq1  2.00  1.40 1 2 2,2 2 2 2,,2 2,3.40,
12 FCSSp4  3.00  0.79 1 1 2,2 2 2 1,,1 2,3.79,
13 CCoSp3p4  3.50  0.86 1 2 2,2 2 2 1,,1 2,4.36,
88.04,,,,103.30,
Program Components Factor,,,,,
Skating Skills  2.00 9.50 8.50 9.75,9.25 9.50 9.25 8.75,,9.50 9.25,9.29,
Transition / Linking Footwork  2.00 8.50 7.75 9.50,8.75 8.75 9.25 8.50,,9.25 8.75,8.82,
Performance / Execution  2.00 9.50 9.00 9.75,9.25 9.75 9.00 8.75,,9.75 9.50,9.39,
Choreography / Composition  2.00 8.75 9.00 9.75,9.25 9.25 9.75 8.50,,9.50 8.75,9.18,
Interpretation  2.00 8.75 8.75 9.50,9.00 9.50 9.50 8.50,,9.50 9.50,9.21,
Judges Total Program Component Score (factored),,,,91.78,
Deductions: Falls: -1.00,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Javier FERNANDEZ ESP  2,174.72  87.50,,87.22,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  1.71 2 3 1,1 2 1 2,,2 2,12.01,
2 3S+2T  5.50  0.60 0 2 0,1 1 1 1,,1 1,6.10,
3 3A  8.50  2.00 2 3 2,2 2 2 2,,2 2,10.50,
4 CSSp4  3.00  0.86 1 2 2,2 3 2 1,,2 1,3.86,
5 StSq4  3.90  1.40 2 2 3,1 3 2 3,,1 1,5.30,
6 4S  11.55 x  0.14 0 1 -1,-1 1 0 1,,0 0,11.69,
7 3F+1Lo+3S  11.00 x  1.30 2 2 2,1 2 0 2,,2 2,12.30,
8 3Lo  5.61 x  1.30 2 1 2,1 2 2 2,,2 2,6.91,
9 1Lz+2T  2.09 x -0.06 0 0 -1,0 0 0 -1,,0 -1,2.03,
10 3T  4.51 x  0.50 1 0 1,1 1 1 0,,1 0,5.01,
11 CCoSp3p4  3.50  0.86 1 2 2,2 2 2 3,,1 1,4.36,
12 ChSq1  2.00  1.50 2 3 3,2 2 2 3,,1 1,3.50,
13 FCCoSp3p4  3.50  0.43 1 1 1,1 1 1 0,,1 -1,3.93,
74.96,,,,87.50,
Program Components Factor,,,,,
