12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
35,Teodora POSTIC,SLO,0,30.34,15.09,16.25,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3T<+COMBO,,1.3,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
2,3S<,,1.3,False,-0.94,-3,-3,-2,-3,-3,-3,-3,-2,-1,-3,-3,-3,,0.36
3,2A,,3.5,False,-1.14,-2,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,,2.36
4,FSSp3,,2.3,False,-0.09,0,-1,0,0,-1,-1,0,0,0,0,0,0,,2.21
5,SpSq4,,3.4,False,-0.1,0,0,0,0,0,-1,0,0,0,0,-1,0,,3.3
6,CCoSp2,,2.5,False,-0.09,-1,0,0,0,0,-1,0,0,0,0,-1,0,,2.41
7,SlSt2,,2.3,False,-0.09,0,0,0,0,0,-1,0,0,0,0,-1,-1,,2.21
8,LSp2,,1.8,False,0.14,0,1,0,1,1,0,0,0,0,0,0,1,,1.94
,,,18.4,,,,,,,,,,,,,,,,15.09
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,3.75,4.75,4.5,4.5,4.5,4.5,4.5,4.0,4.0,4.75,4.5,4.75,,4.39
,Transition / Linking Footwork  ,,,,0.8,3.5,4.5,3.75,4.0,4.0,3.75,3.75,3.25,3.75,4.5,4.0,3.75,,3.79
,Performance / Execution  ,,,,0.8,3.75,4.5,4.0,4.25,4.25,4.25,4.0,3.75,4.0,4.75,4.25,4.5,,4.14
,Choreography / Composition  ,,,,0.8,3.75,4.75,4.25,4.0,4.0,3.75,4.0,3.5,4.25,4.5,4.25,4.0,,4.0
,Interpretation  ,,,,0.8,4.0,4.5,4.0,4.25,4.5,4.25,3.75,3.5,4.0,4.5,4.0,3.5,,4.0
,,,,,,,,,,,,,,,,,,,16.25
Deduction,Falls,-1.0
