12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Ksenia DORONINA,RUS,0,50.91,31.77,19.14,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3F+2T,e,6.8,False,-1.14,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,,5.66
2,3Lz,,6.0,False,0.0,0,0,0,1,1,-2,0,1,1,1,-1,-1,,6.0
3,2A,,3.5,False,0.43,0,1,0,1,1,0,0,0,0,0,1,1,,3.93
4,FCSp4,,3.0,False,0.36,1,1,1,1,1,0,1,0,1,1,1,0,,3.36
5,SpSq4,,3.4,False,0.43,1,0,1,0,2,0,1,1,0,1,0,0,,3.83
6,CCoSp4,,3.5,False,0.21,0,0,1,1,1,0,0,1,1,1,1,0,,3.71
7,CiSt2,,2.3,False,0.29,1,0,0,1,1,1,0,1,1,0,0,0,,2.59
8,LSp3,,2.4,False,0.29,0,0,1,0,1,1,1,0,1,1,0,1,,2.69
,,,30.9,,,,,,,,,,,,,,,,31.77
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.25,4.75,5.0,5.75,6.0,4.5,4.75,4.75,5.25,5.75,5.25,6.0,,5.14
,Transition / Linking Footwork  ,,,,0.8,4.0,4.5,4.0,5.5,5.75,3.75,4.0,4.0,5.0,5.25,5.0,3.75,,4.32
,Performance / Execution  ,,,,0.8,5.0,4.75,4.75,6.0,6.0,4.0,4.25,4.75,5.25,5.75,5.5,6.0,,5.07
,Choreography / Composition  ,,,,0.8,5.0,4.75,5.0,5.75,6.25,3.75,4.25,4.5,5.0,5.75,5.25,4.5,,4.75
,Interpretation  ,,,,0.8,5.25,4.75,5.25,6.0,6.25,4.0,4.0,4.25,5.25,6.0,5.0,3.75,,4.64
,,,,,,,,,,,,,,,,,,,19.14
