Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,194.46,1,76.29,1,118.17,2016-04-03,wc2016
2,Maia SHIBUTANI / Alex SHIBUTANI,USA,188.43,2,74.7,2,113.73,2016-04-03,wc2016
3,Madison CHOCK / Evan BATES,USA,185.77,3,72.46,3,113.31,2016-04-03,wc2016
4,Anna CAPPELLINI / Luca LANOTTE,ITA,182.72,6,70.65,4,112.07,2016-04-03,wc2016
5,Kaitlyn WEAVER / Andrew POJE,CAN,182.01,4,71.83,5,110.18,2016-04-03,wc2016
6,Madison HUBBELL / Zachary DONOHUE,USA,176.81,7,68.44,6,108.37,2016-04-03,wc2016
7,Penny COOMES / Nicholas BUCKLAND,GBR,173.17,8,68.23,7,104.94,2016-04-03,wc2016
8,Piper GILLES / Paul POIRIER,CAN,173.07,5,70.7,8,102.37,2016-04-03,wc2016
9,Victoria SINITSINA / Nikita KATSALAPOV,RUS,168.97,9,67.68,10,101.29,2016-04-03,wc2016
10,Charlene GUIGNARD / Marco FABBRI,ITA,167.91,10,65.96,9,101.95,2016-04-03,wc2016
11,Alexandra STEPANOVA / Ivan BUKIN,RUS,163.3,11,63.84,11,99.46,2016-04-03,wc2016
12,Isabella TOBIAS / Ilia TKACHENKO,ISR,154.41,13,60.97,12,93.44,2016-04-03,wc2016
13,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,151.67,15,59.75,13,91.92,2016-04-03,wc2016
14,Federica TESTA / Lukas CSOLLEY,SVK,148.83,12,61.75,15,87.08,2016-04-03,wc2016
15,Kana MURAMOTO / Chris REED,JPN,147.9,16,59.0,14,88.9,2016-04-03,wc2016
16,Natalia KALISZEK / Maksim SPODIREV,POL,146.42,14,59.88,16,86.54,2016-04-03,wc2016
17,Kavita LORENZ / Panagiotis POLIZOAKIS,GER,138.66,18,54.8,17,83.86,2016-04-03,wc2016
18,Cecilia TÖRN / Jussiville PARTANEN,FIN,132.85,17,56.51,19,76.34,2016-04-03,wc2016
19,Alexandra NAZAROVA / Maxim NIKITIN,UKR,131.39,20,53.64,18,77.75,2016-04-03,wc2016
20,Barbora SILNA / Juri KURAKIN,AUT,130.88,19,54.63,20,76.25,2016-04-03,wc2016
21,Alisa AGAFONOVA / Alper UCAR,TUR,53.56,21,53.56,DNQ,DNQ,2016-04-03,wc2016
22,Shiyue WANG / Xinyu LIU,CHN,52.92,22,52.92,DNQ,DNQ,2016-04-03,wc2016
23,Elisabeth PARADIS / Francois-Xavier OUELLETTE,CAN,51.94,23,51.94,DNQ,DNQ,2016-04-03,wc2016
24,Cortney MANSOUR / Michal CESKA,CZE,51.68,24,51.68,DNQ,DNQ,2016-04-03,wc2016
25,Rebeka KIM / Kirill MINOV,KOR,49.79,25,49.79,DNQ,DNQ,2016-04-03,wc2016
26,Celia ROBLEDO / Luis FENERO,ESP,49.58,26,49.58,DNQ,DNQ,2016-04-03,wc2016
27,Tina GARABEDIAN / Simon PROULX-SENECAL,ARM,47.11,27,47.11,DNQ,DNQ,2016-04-03,wc2016
28,Viktoria KAVALIOVA / Yurii BIELIAIEV,BLR,40.82,28,40.82,DNQ,DNQ,2016-04-03,wc2016
29,Olga JAKUSHINA / Andrey NEVSKIY,LAT,40.8,29,40.8,DNQ,DNQ,2016-04-03,wc2016
30,Anastasia KHROMOVA / Daryn ZHUNUSSOV,KAZ,40.69,30,40.69,DNQ,DNQ,2016-04-03,wc2016
