Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Javier FERNANDEZ,ESP,314.93,2,98.52,1,216.41,2016-04-03,wc2016
2,Yuzuru HANYU,JPN,295.17,1,110.56,2,184.61,2016-04-03,wc2016
3,Boyang JIN,CHN,270.99,5,89.86,3,181.13,2016-04-03,wc2016
4,Mikhail KOLYADA,RUS,267.97,6,89.66,5,178.31,2016-04-03,wc2016
5,Patrick CHAN,CAN,266.75,3,94.84,8,171.91,2016-04-03,wc2016
6,Adam RIPPON,USA,264.44,7,85.72,4,178.72,2016-04-03,wc2016
7,Shoma UNO,JPN,264.25,4,90.74,6,173.51,2016-04-03,wc2016
8,Max AARON,USA,254.14,8,81.28,7,172.86,2016-04-03,wc2016
9,Michal BREZINA,CZE,237.99,11,79.29,10,158.7,2016-04-03,wc2016
10,Grant HOCHSTEIN,USA,237.25,16,74.81,9,162.44,2016-04-03,wc2016
11,Denis TEN,KAZ,230.13,12,78.55,12,151.58,2016-04-03,wc2016
12,Ivan RIGHINI,ITA,228.52,9,81.17,13,147.35,2016-04-03,wc2016
13,Alexei BYCHENKO,ISR,226.07,19,69.86,11,156.21,2016-04-03,wc2016
14,Deniss VASILJEVS,LAT,224.54,10,81.07,16,143.47,2016-04-03,wc2016
15,Misha GE,UZB,223.53,15,77.43,14,146.1,2016-04-03,wc2016
16,Jorik HENDRICKX,BEL,221.43,14,77.72,15,143.71,2016-04-03,wc2016
17,Brendan KERRY,AUS,210.56,17,71.04,17,139.52,2016-04-03,wc2016
18,Maxim KOVTUN,RUS,210.14,13,78.46,21,131.68,2016-04-03,wc2016
19,Michael Christian MARTINEZ,PHI,204.1,23,66.98,18,137.12,2016-04-03,wc2016
20,Chafik BESSEGHIER,FRA,203.2,20,69.23,20,133.97,2016-04-03,wc2016
21,Julian Zhi Jie YEE,MAS,202.94,22,67.6,19,135.34,2016-04-03,wc2016
22,Phillip HARRIS,GBR,190.42,21,68.53,22,121.89,2016-04-03,wc2016
23,Ivan PAVLOV,UKR,178.89,24,65.2,23,113.69,2016-04-03,wc2016
24,June Hyoung LEE,KOR,174.88,18,70.05,24,104.83,2016-04-03,wc2016
25,Javier RAYA,ESP,65.06,25,65.06,DNQ,DNQ,2016-04-03,wc2016
26,Han YAN,CHN,62.56,26,62.56,DNQ,DNQ,2016-04-03,wc2016
27,Nam NGUYEN,CAN,61.61,27,61.61,DNQ,DNQ,2016-04-03,wc2016
28,Franz STREUBEL,GER,57.19,28,57.19,DNQ,DNQ,2016-04-03,wc2016
29,Denis MARGALIK,ARG,52.31,29,52.31,DNQ,DNQ,2016-04-03,wc2016
30,Slavik HAYRAPETYAN,ARM,49.36,30,49.36,DNQ,DNQ,2016-04-03,wc2016
