Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Meagan DUHAMEL / Eric RADFORD,CAN,231.99,2,78.18,1,153.81,2016-04-03,wc2016
2,Wenjing SUI / Cong HAN,CHN,224.47,1,80.85,2,143.62,2016-04-03,wc2016
3,Aliona SAVCHENKO / Bruno MASSOT,GER,216.17,4,74.22,3,141.95,2016-04-03,wc2016
4,Ksenia STOLBOVA / Fedor KLIMOV,RUS,214.48,5,73.98,4,140.5,2016-04-03,wc2016
5,Evgenia TARASOVA / Vladimir MOROZOV,RUS,206.27,6,72.0,5,134.27,2016-04-03,wc2016
6,Tatiana VOLOSOZHAR / Maxim TRANKOV,RUS,205.81,3,77.13,7,128.68,2016-04-03,wc2016
7,Lubov ILIUSHECHKINA / Dylan MOSCOVITCH,CAN,199.52,8,68.17,6,131.35,2016-04-03,wc2016
8,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,190.9,10,66.06,8,124.84,2016-04-03,wc2016
9,Alexa SCIMECA / Chris KNIERIM,USA,190.06,7,71.37,12,118.69,2016-04-03,wc2016
10,Vanessa JAMES / Morgan CIPRES,FRA,185.83,9,66.69,10,119.14,2016-04-03,wc2016
11,Nicole DELLA MONICA / Matteo GUARISE,ITA,183.81,11,65.32,13,118.49,2016-04-03,wc2016
12,Cheng PENG / Hao ZHANG,CHN,182.46,12,60.01,9,122.45,2016-04-03,wc2016
13,Tarah KAYNE / Daniel O SHEA,USA,178.23,14,59.27,11,118.96,2016-04-03,wc2016
14,Valentina MARCHEI / Ondrej HOTAREK,ITA,170.73,13,59.76,15,110.97,2016-04-03,wc2016
15,Xuehan WANG / Lei WANG,CHN,168.65,15,57.32,14,111.33,2016-04-03,wc2016
16,Lola ESBRAT / Andrei NOVOSELOV,FRA,137.24,16,52.78,16,84.46,2016-04-03,wc2016
17,Goda BUTKUTE / Nikita ERMOLAEV,LTU,51.65,17,51.65,DNQ,DNQ,2016-04-03,wc2016
18,Ioulia CHTCHETININA / Noah SCHERER,SUI,49.32,18,49.32,DNQ,DNQ,2016-04-03,wc2016
19,Adel TANKOVA / Evgeni KRASNOPOLSKI,ISR,46.81,19,46.81,DNQ,DNQ,2016-04-03,wc2016
20,Tatiana DANILOVA / Mikalai KAMIANCHUK,BLR,45.56,20,45.56,DNQ,DNQ,2016-04-03,wc2016
21,Miriam ZIEGLER / Severin KIEFER,AUT,45.31,21,45.31,DNQ,DNQ,2016-04-03,wc2016
22,Sumire SUTO / Francis BOUDREAU AUDET,JPN,38.5,22,38.5,DNQ,DNQ,2016-04-03,wc2016
