Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Wenjing SUI / Cong HAN,CHN,202.0,2,68.28,1,133.72,2015-10-25,gpusa2015
2,Alexa SCIMECA / Chris KNIERIM,USA,191.97,1,69.69,4,122.28,2015-10-25,gpusa2015
3,Julianne SEGUIN / Charlie BILODEAU,CAN,189.49,4,64.85,3,124.64,2015-10-25,gpusa2015
4,Ksenia STOLBOVA / Fedor KLIMOV,RUS,189.06,5,63.41,2,125.65,2015-10-25,gpusa2015
5,Xuehan WANG / Lei WANG,CHN,171.77,3,64.95,6,106.82,2015-10-25,gpusa2015
6,Tarah KAYNE / Daniel O SHEA,USA,165.99,6,58.38,5,107.61,2015-10-25,gpusa2015
7,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,157.97,7,58.25,8,99.72,2015-10-25,gpusa2015
8,Jessica PFUND / Joshua SANTILLAN,USA,151.4,8,50.2,7,101.2,2015-10-25,gpusa2015
