Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Max AARON,USA,258.95,1,86.67,2,172.28,2015-10-25,gpusa2015
2,Shoma UNO,JPN,257.43,4,80.78,1,176.65,2015-10-25,gpusa2015
3,Jason BROWN,USA,238.47,8,78.64,3,159.83,2015-10-25,gpusa2015
4,Han YAN,CHN,236.03,2,86.53,5,149.5,2015-10-25,gpusa2015
5,Konstantin MENSHOV,RUS,230.79,3,86.15,6,144.64,2015-10-25,gpusa2015
6,Adian PITKEEV,RUS,230.75,5,79.9,4,150.85,2015-10-25,gpusa2015
7,Ross MINER,USA,215.11,7,78.96,8,136.15,2015-10-25,gpusa2015
8,Brendan KERRY,AUS,203.48,11,65.41,7,138.07,2015-10-25,gpusa2015
9,Denis TEN,KAZ,201.52,6,79.02,11,122.5,2015-10-25,gpusa2015
10,Takahito MURA,JPN,200.83,10,71.66,9,129.17,2015-10-25,gpusa2015
11,Florent AMODIO,FRA,197.45,9,71.96,10,125.49,2015-10-25,gpusa2015
12,Alexei BYCHENKO,ISR,171.83,12,50.68,12,121.15,2015-10-25,gpusa2015
