MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Skating Skills  2.00,7.75 7.50 7.25,7.50,8.25 7.00 7.50 7.50,,7.25,7.50 7.50 7.75,7.50
Transition / Linking Footwork  2.00,7.50 6.75 7.25,7.75,8.00 6.75 7.00 7.25,,7.00,7.00 7.75 7.25,7.29
Performance / Execution  2.00,7.50 7.00 7.25,7.00,8.50 6.75 7.25 7.50,,7.00,8.00 7.25 7.50,7.29
Choreography / Composition  2.00,7.50 7.25 7.50,8.25,8.50 6.75 7.25 7.50,,7.25,7.50 8.00 7.75,7.57
Interpretation  2.00,7.50 7.25 7.25,8.00,8.75 7.00 7.25 7.75,,7.25,7.75 8.00 7.50,7.50
Judges Total Program Component Score (factored),,,,,,,74.30
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Christopher MABEE,CAN,,129.83  68.01,,,61.82,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 1Lo  0.50  0.09,1 0 0,0,0 1 0 1,,0,1 1 0,0.59
2 3A+3T  11.50  1.57,1 2 2,2,1 2 1 2,,2,0 2 1,13.07
3 3Lz+2T  7.30  0.00,0 0 0,0,0 0 0 0,,0,-1 0 0,7.30
4 SSp3  1.80  0.00,0 0 0,0,0 0 0 0,,0,0 0 0,1.80
5 FSSp3  2.30 -0.04,0 -1 0,-1,-1 1 0 0,,0,0 0 0,2.26
6 3A  7.50 -0.43,0 0 -1,0,0 1 -1 -1,,-1,-1 -1 0,7.07
7 3F  6.05 x  0.86,-1 1 1,1,1 1 1 1,,1,-1 0 0,6.91
8 3Lz  6.60 x  0.71,1 1 1,1,1 1 0 0,,0,0 1 1,7.31
9 SlSt3  3.10  0.14,1 0 0,1,0 0 0 0,,0,1 1 1,3.24
10 3Lo  5.50 x -0.57,0 0 -1,-1,0 1 -1 -1,,0,-1 -1 -1,4.93
11 2A  3.63 x  0.57,1 0 0,1,1 0 0 1,,0,1 1 1,4.20
12 CCoSp3  3.00  0.50,1 1 1,0,1 1 1 1,,1,1 1 1,3.50
13 CiSt3  3.10  0.43,1 1 0,1,1 1 0 1,,1,1 1 2,3.53
14 FCUSp3  2.30  0.00,0 0 1,0,0 0 0 0,,0,1 0 0,2.30
64.18,,,,,,,68.01
Program Components Factor,,,,,,,
Skating Skills  2.00,6.25 6.50 6.50,6.50,6.50 6.25 5.50 6.25,,5.75,5.75 6.00 6.50,6.29
Transition / Linking Footwork  2.00,6.00 6.00 5.75,6.00,6.00 6.00 5.25 5.25,,5.00,5.25 5.50 6.00,5.75
Performance / Execution  2.00,6.50 6.50 6.25,6.25,6.50 6.25 5.50 6.50,,5.75,6.25 5.75 6.50,6.29
Choreography / Composition  2.00,6.25 6.50 6.25,6.50,6.50 6.50 5.50 6.50,,5.50,6.00 6.00 6.50,6.29
Interpretation  2.00,6.75 6.75 6.00,6.25,7.00 6.50 5.25 6.25,,5.50,6.00 6.00 6.75,6.29
Judges Total Program Component Score (factored),,,,,,,61.82
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
4 Jeremy ABBOTT,USA,,128.88  61.60,,,67.28,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3T  4.00  0.14,0 0 1,0,0 1 0 0,,0,0 1 0,4.14
2 3A+3T  11.50 -1.29,-1 -1 -2,-2,-1 -1 -1 -1,,-2,-1 -2 -1,10.21
3 3F  5.50  0.57,0 0 1,1,1 1 0 1,,0,-1 0 0,6.07
4 2A  3.30  0.29,1 0 0,0,0 0 0 1,,0,0 1 1,3.59
5 CCoSp4  3.50  0.64,2 1 1,1,1 1 0 2,,1,2 2 2,4.14
6 1A  0.80  0.00,0 0 0,0,0 0 -1 0,,0,0 0 0,0.80
7 1Lz+2T+2Lo  3.74 x -0.47,-2 -1 -2,-2,-2 -2 -2 1,,0,-1 -1 -1,3.27
8 FSSp3  2.30  0.21,0 0 1,0,1 0 0 1,,0,1 1 1,2.51
9 SlSt3  3.10  0.36,1 1 0,1,0 1 0 1,,1,0 0 1,3.46
10 3Lo  5.50 x  0.43,0 0 0,1,1 2 0 1,,0,-1 0 0,5.93
11 CCoSp3  3.00  0.79,2 1 1,0,2 2 1 2,,1,2 1 2,3.79
12 CiSt3  3.10  0.50,2 1 0,1,1 1 0 1,,1,1 1 2,3.60
13 3S+2T  6.38 x  0.14,1 0 0,0,0 1 0 0,,0,0 0 0,6.52
14 CSSp4  3.00  0.57,2 0 1,1,1 1 0 2,,0,1 2 2,3.57
58.72,,,,,,,61.60
Program Components Factor,,,,,,,
Skating Skills  2.00,7.50 6.50 6.00,6.75,6.75 6.75 6.25 7.25,,6.75,6.25 6.75 7.50,6.86
Transition / Linking Footwork  2.00,7.00 6.25 5.50,6.50,6.25 6.50 6.00 6.75,,6.50,5.75 6.25 7.50,6.50
Performance / Execution  2.00,7.50 6.50 5.75,6.25,6.50 6.75 6.25 7.00,,6.75,6.50 6.00 7.50,6.71
Choreography / Composition  2.00,7.25 6.75 5.75,7.00,6.25 6.50 6.25 7.25,,6.75,6.00 6.25 7.50,6.75
Interpretation  2.00,7.50 6.75 5.75,6.50,6.75 6.75 6.25 7.25,,6.75,6.25 6.75 7.75,6.82
Judges Total Program Component Score (factored),,,,,,,67.28
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
5 Ryan BRADLEY,USA,,127.46  65.26,,,63.20,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A+3T  11.50  0.86,2 1 1,1,1 1 0 1,,0,0 1 1,12.36
2 3Lz  6.00 -3.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 -3 -3,3.00
3 FSSp4  3.00  0.14,1 0 0,1,1 0 0 0,,0,0 0 0,3.14
4 3S  4.50  0.43,1 0 0,0,1 1 0 0,,0,-1 0 1,4.93
5 2A  3.30  0.00,0 0 0,0,0 0 0 -1,,0,0 -1 1,3.30
6 FSSp4  3.00  0.00,0 0 0,0,0 0 0 0,,0,0 0 0,3.00
7 SlSt2  2.30  0.21,1 0 0,0,1 0 0 1,,0,1 1 1,2.51
8 3Lz+3T+2Lo  12.65 x  0.14,1 0 0,-1,0 0 0 1,,0,-1 0 0,12.79
9 3Lo  5.50 x -1.43,-1 -1 -1,-2,-2 -2 -1 -1,,-2,-1 -2 -1,4.07
10 2F  1.87 x  0.00,0 0 0,0,0 0 0 0,,0,0 1 0,1.87
11 2A+2T  5.06 x  0.00,0 0 0,0,0 0 0 0,,0,0 0 0,5.06
12 CCoSp3  3.00  0.00,0 0 0,0,0 0 0 0,,0,0 0 0,3.00
13 CiSt2  2.30  0.14,1 0 0,0,0 1 0 0,,1,0 0 0,2.44
14 FCCoSp4  3.50  0.29,1 0 0,1,1 1 0 1,,0,0 1 0,3.79
67.48,,,,,,,65.26
Program Components Factor,,,,,,,
Skating Skills  2.00,6.50 5.75 6.50,6.25,6.25 6.75 6.75 6.25,,6.50,6.00 6.00 5.75,6.43
Transition / Linking Footwork  2.00,6.25 5.50 5.75,6.00,6.00 6.25 6.25 6.00,,6.25,6.00 5.75 5.75,6.07
Performance / Execution  2.00,6.50 6.25 6.00,6.00,6.50 6.75 6.50 6.25,,6.50,6.25 6.00 6.50,6.39
Choreography / Composition  2.00,6.25 6.25 6.25,6.25,6.50 6.25 6.50 6.25,,6.50,6.50 6.00 6.00,6.32
Interpretation  2.00,6.50 6.50 6.00,6.25,6.75 6.50 6.50 6.25,,6.50,6.50 6.50 6.25,6.39
Judges Total Program Component Score (factored),,,,,,,63.20
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
6 Kensuke NAKANIWA,JPN,,121.69  66.47,,,55.22,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 4T  9.00  0.14,1 0 0,-1,0 0 0 0,,0,-1 -1 1,9.14
2 3A  7.50  0.00,0 0 0,0,0 0 0 0,,0,-1 0 0,7.50
3 3Lz+2T  7.30  0.00,0 0 1,0,0 0 0 0,,0,0 0 0,7.30
4 CSSp4  3.00 -0.04,0 0 0,-1,0 0 0 0,,0,-1 0 -1,2.96
5 CiSt3  3.10  0.21,1 0 1,1,0 0 0 0,,0,1 1 1,3.31
6 3Lz  6.60 x  0.71,1 1 1,1,0 0 0 1,,1,0 1 1,7.31
7 3F  6.05 x  0.57,1 0 1,0,0 1 0 1,,0,-1 1 1,6.62
8 CUSp3  2.30  0.07,0 0 1,-1,0 0 0 1,,0,0 0 0,2.37
9 3S+2T  6.38 x  0.00,0 0 0,0,0 1 0 0,,0,0 0 0,6.38
10 3F+2T  7.48 x -0.86,-1 0 -1,-2,-1 0 -1 -1,,0,-2 -1 -1,6.62
11 FSSp2  2.00  0.00,0 0 0,0,0 0 0 0,,0,0 0 -1,2.00
12 SlSt2  2.30  0.00,1 0 0,0,0 0 0 0,,0,0 0 0,2.30
13 CCoSp3  3.00 -0.34,-2 -1 -1,-2,0 0 -1 -1,,-1,-1 -1 -2,2.66
66.01,,,,,,,66.47
Program Components Factor,,,,,,,
Skating Skills  2.00,5.25 5.75 6.75,5.75,5.50 5.75 6.00 5.75,,6.25,5.75 6.25 5.75,5.82
Transition / Linking Footwork  2.00,5.00 5.25 6.25,5.25,5.25 5.50 5.25 5.00,,5.75,5.25 6.00 4.75,5.29
Performance / Execution  2.00,5.25 5.50 6.50,5.50,5.50 5.75 5.50 5.50,,6.00,6.00 6.00 5.25,5.57
Choreography / Composition  2.00,5.00 5.25 6.50,5.25,5.25 5.50 5.50 5.50,,6.00,5.50 6.00 4.50,5.43
Interpretation  2.00,5.25 5.50 6.50,5.25,5.50 5.75 5.50 5.50,,5.75,6.25 6.25 5.00,5.50
Judges Total Program Component Score (factored),,,,,,,55.22
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
7 Jialiang WU,CHN,,121.17  65.17,,56.00,0.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3A+3T  11.50 -1.86,-2 -1 -2,-2,-2 -2 -2 -2,,-1 -1 -1 -1,9.64
2 3A  7.50  1.29,1 1 2,1,1 2 1 1,,2 1 1 1,8.79
3 3Lz+2T  7.30  0.29,0 0 1,0,1 1 0 0,,0 0 0 0,7.59
4 FSSp3  2.30 -0.09,-1 0 0,-1,0 1 0 0,,0 0 0 -1,2.21
5 CiSt2  2.30  0.07,0 0 0,0,0 1 0 0,,0 0 0 1,2.37
6 2A  3.30  0.00,0 0 0,0,0 1 0 -1,,0 0 0 0,3.30
7 3Lz  6.60 x  0.29,1 1 0,0,1 1 0 0,,0 0 0 0,6.89
8 3Lo  5.50 x  0.43,0 0 1,1,0 1 0 0,,0 1 0 1,5.93
9 3F+2T+1T  7.92 x  0.00,0 0 0,0,0 0 0 0,,0 -1 -1 0,7.92
10 CoSp2  2.10 -0.13,0 -1 -1,-1,0 0 0 -1,,0 0 0 -1,1.97
11 SlSt2  2.30  0.00,0 -1 -1,0,0 0 0 0,,0 0 0 0,2.30
12 2S  1.43 x  0.00,0 0 0,0,0 0 0 0,,0 1 -1 0,1.43
13 CCoSp3  3.00 -0.04,0 -1 -1,0,0 0 0 0,,0 0 0 -1,2.96
14 CSSp2  2.00 -0.13,-1 -1 -1,0,0 0 0 -1,,0 -1 -1 -1,1.87
65.05,,,,,,65.17
Program Components Factor,,,,,,
Skating Skills  2.00,5.50 6.00 5.75,6.00,6.00 6.00 6.00 6.50,,6.00 6.25 5.50 5.50,5.89
Transition / Linking Footwork  2.00,5.00 5.25 5.25,5.50,5.50 5.75 5.50 5.50,,5.75 5.50 5.00 4.75,5.43
Performance / Execution  2.00,5.00 5.50 5.25,5.25,6.25 6.00 5.75 6.00,,6.25 6.00 5.25 5.00,5.64
Choreography / Composition  2.00,5.00 5.75 5.25,6.00,5.50 5.75 5.75 6.25,,6.00 6.00 5.50 4.75,5.61
Interpretation  2.00,5.00 5.50 5.25,5.00,5.75 5.75 5.50 5.75,,6.00 5.75 5.25 5.00,5.43
Judges Total Program Component Score (factored),,,,,,56.00
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
8 Noriyuki KANZAKI,JPN,,119.24  61.54,,58.70,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3A+2T  8.80  0.43,0 0 2,0,0 1 0 1,,1 0 2 0,9.23
2 CCoSp4  3.50  0.17,1 0 0,-1,1 1 0 0,,-1 1 0 1,3.67
3 3A  7.50 -1.00,-1 -1 -1,-1,-1 -1 -1 -1,,-1 -1 -1 -1,6.50
4 3Lo  5.00 -1.00,-1 -1 -1,-1,-1 -2 -1 -1,,-1 -1 -2 -1,4.00
5 FSSp3  2.30 -0.26,-1 0 -1,-1,0 -1 0 -1,,-1 0 0 -1,2.04
6 2A+3T  8.03 x  0.71,1 1 1,1,1 1 0 0,,0 0 1 1,8.74
7 2F  1.87 x  0.00,0 0 0,0,0 0 0 0,,0 -1 -1 0,1.87
8 FSSp3  2.30  0.07,1 0 0,0,1 0 0 0,,0 0 1 0,2.37
9 SlSt2  2.30  0.29,1 1 0,0,1 1 0 1,,0 0 1 2,2.59
10 3Lz  6.60 x -3.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3 -3 -3 -3,3.60
11 3S+2T+2T  7.81 x -1.29,-1 -1 -2,-2,0 -1 -1 -2,,0 -2 -2 -2,6.52
12 CiSt3  3.10  0.14,1 0 0,0,0 1 0 0,,0 1 1 1,3.24
13 3T  4.40 x -0.14,0 0 0,-1,0 0 0 -1,,0 0 0 0,4.26
14 CSSp4  3.00 -0.09,0 0 -1,0,1 0 0 -1,,0 0 0 -1,2.91
66.51,,,,,,61.54
Program Components Factor,,,,,,
Skating Skills  2.00,6.00 6.25 6.00,5.75,5.75 6.25 5.75 5.75,,6.00 5.75 6.00 6.00,5.89
Transition / Linking Footwork  2.00,5.75 5.75 5.50,5.25,5.50 6.00 5.25 5.50,,5.75 5.50 5.50 5.75,5.57
Performance / Execution  2.00,6.50 6.00 5.75,5.00,6.00 6.50 5.50 5.50,,5.75 5.75 5.75 6.50,5.93
Choreography / Composition  2.00,6.25 6.00 5.75,5.50,6.25 6.25 5.25 5.75,,6.00 6.00 5.75 6.25,5.96
Interpretation  2.00,6.50 6.25 5.75,5.50,6.50 6.25 5.50 5.50,,6.00 6.25 6.00 6.50,6.00
Judges Total Program Component Score (factored),,,,,,58.70
Deductions: Falls:,-1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
9 Ming XU,CHN,,112.71  58.99,,53.72,0.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3A  7.50 -1.00,-1 -1 -1,-1,-1 -2 -1 -1,,-1 -1 -1 -1,6.50
2 3A+2T+SEQ  7.04 -2.00,-2 -2 -2,-2,-3 -2 -2 -2,,-2 -2 -3 -2,5.04
3 3Lz+2T+2Lo  8.80  0.57,1 1 0,1,1 0 0 1,,0 1 1 1,9.37
4 3Lo  5.00  0.43,1 0 0,1,1 0 0 0,,0 0 0 1,5.43
5 FSSp2  2.00 -0.04,0 0 0,0,0 0 0 -1,,0 0 -1 -1,1.96
6 CSSp2  2.00  0.00,0 0 0,0,0 0 0 0,,0 0 0 0,2.00
7 3F+2T  7.48 x  0.00,0 0 0,0,0 0 0 0,,0 -1 0 0,7.48
8 CCoSp1  2.00 -0.26,-1 -1 -1,-1,0 -1 -1 -1,,0 0 0 -1,1.74
9 3T  4.40 x  0.29,1 0 0,0,0 1 0 1,,0 0 0 0,4.69
10 3S  4.95 x  0.00,0 0 0,0,0 1 0 -1,,0 0 -1 0,4.95
11 CiSt2  2.30  0.00,1 0 0,0,0 0 0 0,,0 0 0 0,2.30
12 CCoSp1  2.00 -0.13,-1 0 0,0,0 0 -1 0,,-1 0 0 -1,1.87
13 SlSt2  2.30  0.03,0 0 -1,-1,0 1 0 0,,0 0 0 1,2.33
14 2A  3.63 x -0.30,-1 0 0,-1,0 0 0 -1,,0 -1 -1 -1,3.33
61.40,,,,,,58.99
Program Components Factor,,,,,,
Skating Skills  2.00,5.50 5.50 5.50,5.50,5.75 5.75 5.50 6.00,,5.50 5.50 5.50 5.75,5.61
Transition / Linking Footwork  2.00,5.25 5.00 5.00,5.25,5.25 5.75 5.00 5.25,,5.00 4.75 5.00 5.25,5.18
Performance / Execution  2.00,5.50 5.00 5.25,5.00,5.50 5.50 5.25 5.25,,5.50 5.25 5.25 6.00,5.39
Choreography / Composition  2.00,5.25 5.25 5.25,5.50,5.25 5.50 5.25 5.50,,5.25 5.25 5.50 5.75,5.36
Interpretation  2.00,5.50 5.50 5.25,5.25,5.50 5.25 5.00 5.25,,5.25 5.00 5.25 5.50,5.32
Judges Total Program Component Score (factored),,,,,,53.72
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
10 Emanuel SANDHU,CAN,,108.69  45.61,,64.08,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 4T+2T+SEQ  8.24 -2.00,-2 -2 -2,-2,-1 -2 -2 -2,,-2 -2 -2 -2,6.24
2 1A  0.80 -0.11,-1 0 -1,0,0 1 -1 -1,,-1 -1 -1 0,0.69
3 3Lz  6.00  0.43,1 0 1,0,1 0 0 1,,0 0 1 0,6.43
4 1A  0.80 -0.14,-1 -1 -1,0,0 -1 -1 -1,,0 -1 -1 -1,0.66
5 CoSp3  2.50  0.21,1 0 1,0,0 1 0 1,,0 1 1 0,2.71
6 3A  8.25 x -3.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3 -3 -3 -3,5.25
7 CiSt3  3.10  0.14,2 0 0,0,0 1 0 0,,0 1 1 1,3.24
8 CUSp4  3.00  0.07,1 0 0,0,0 1 0 0,,0 0 1 0,3.07
9 2F  1.87 x  0.00,0 0 0,0,0 0 0 0,,0 0 1 0,1.87
10 2Lo  1.65 x  0.00,0 0 0,0,0 0 0 0,,0 0 0 -1,1.65
11 3S  4.95 x  0.29,1 0 0,0,1 1 0 0,,0 0 0 0,5.24
12 SlSt3  3.10  0.14,1 0 0,0,1 0 0 1,,0 1 0 0,3.24
13 FSSp2  2.00 -0.04,0 0 0,0,0 0 0 -1,,0 0 0 -1,1.96
14 CCoSp3  3.00  0.36,1 1 0,1,1 2 0 1,,0 1 2 1,3.36
49.26,,,,,,45.61
Program Components Factor,,,,,,
Skating Skills  2.00,6.75 6.25 6.50,6.50,6.25 6.75 6.50 7.00,,6.50 6.50 6.75 6.00,6.54
Transition / Linking Footwork  2.00,6.50 6.00 6.25,6.25,6.00 6.50 6.25 6.75,,6.25 6.00 6.50 5.75,6.29
Performance / Execution  2.00,6.50 6.00 6.25,5.50,6.00 6.50 6.25 6.25,,6.25 6.50 6.25 6.00,6.21
Choreography / Composition  2.00,6.75 6.25 6.25,6.75,6.25 6.75 6.50 7.00,,6.50 6.25 6.75 6.00,6.54
Interpretation  2.00,6.50 6.00 6.50,6.25,6.25 6.75 6.25 6.75,,6.50 6.25 6.75 6.50,6.46
Judges Total Program Component Score (factored),,,,,,64.08
Deductions: Falls:,-1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total,Total,,Total,Total
"",NOC,Segment,Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score,Score,,Score (factored),
"",,,= +,,+,-
11 Zhixue YANG,CHN,101.59,58.59,,44.00,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 4T  9.00 -2.71,-3 -3 -3 -3,-3,-3 -2 -2,,-3 -3 -2 -2,6.29
2 3Lz+2T  7.30 -0.86,-1 -1 -1 -1,-1,-1 0 -1,,0 -1 -1 -1,6.44
3 CSSp1  1.70  0.00,0 0 0 -1,0,0 0 0,,0 0 0 0,1.70
4 3F+3T  9.50 -1.29,-2 -1 -1 -1,0,-1 -2 -1,,-2 -2 -1 -1,8.21
5 CiSt2  2.30 -0.04,0 -1 -1 0,0,0 0 -1,,0 -1 -1 0,2.26
6 3Lo  5.00  0.14,1 0 0 0,0,0 0 0,,0 0 0 1,5.14
7 3Lz  6.60 x  0.00,0 0 0 0,0,0 0 0,,0 -1 0 0,6.60
8 SSp3  1.80 -0.13,0 0 0 -2,0,0 0 -1,,0 0 1 -2,1.67
9 FSSp2  2.00 -0.17,-1 0 -1 -1,0,0 0 -1,,0 -1 0 -1,1.83
10 2A  3.63 x -1.10,-2 -2 -1 -2,-2,-1 -1 -2,,-1 -2 -2 -2,2.53
11 SlSt2  2.30  0.00,0 0 0 0,0,0 0 -1,,0 -1 0 0,2.30
12 3S+2T  6.38 x -1.29,-2 -1 -1 -1,-1,-1 -1 -2,,-1 -1 -1 -2,5.09
13 3F  6.05 x -0.43,-1 0 0 -1,0,0 0 -1,,0 -1 -1 -1,5.62
14 CCoSp3  3.00 -0.09,-1 0 0 -1,0,0 0 0,,0 -1 0 -1,2.91
66.56,,,,,,58.59
Program Components Factor,,,,,,
Skating Skills  2.00,4.50 4.25 5.25 4.25,4.75,4.50 5.25 4.75,,4.75 4.50 4.00 4.50,4.71
Transition / Linking Footwork  2.00,4.00 3.75 4.50 3.75,4.50,4.00 4.75 3.25,,4.25 3.75 3.75 4.25,4.18
Performance / Execution  2.00,4.50 3.75 5.00 3.00,4.75,4.50 5.00 3.50,,4.75 4.25 3.50 4.50,4.50
