12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
29,Siobhan MCCOLL,RSA,0,23.4,11.39,12.01,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,2Lz+2T,e,3.2,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.2
2,2A<,,0.8,False,-0.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
3,CCoSp2,,2.5,False,-0.39,-1,-1,-1,-2,-2,-2,-1,-1,0,-1,-1,-3,,2.11
4,3S<,,1.3,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
5,SlSt1,,1.8,False,0.0,0,1,1,0,0,0,0,0,0,0,0,0,,1.8
6,SpSq4,,3.4,False,0.04,-1,0,0,-1,-1,1,1,-2,0,0,0,0,,3.44
7,FSSp,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
8,LSp1,,1.5,False,-0.26,0,0,0,-3,-1,-1,0,-2,-1,0,-1,-2,,1.24
,,,14.5,,,,,,,,,,,,,,,,11.39
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,2.75,3.25,3.75,3.0,2.75,3.75,2.75,2.75,3.75,3.5,2.5,2.0,,3.11
,Transition / Linking Footwork  ,,,,0.8,2.0,3.5,3.0,2.5,2.75,3.5,2.75,2.0,3.5,3.25,2.25,1.75,,2.79
,Performance / Execution  ,,,,0.8,2.25,3.5,3.25,2.75,3.0,3.5,2.5,2.5,3.0,3.5,2.5,1.5,,2.89
,Choreography / Composition  ,,,,0.8,3.0,3.5,3.25,2.5,3.0,3.25,3.5,2.25,4.25,3.5,2.75,2.5,,3.11
,Interpretation  ,,,,0.8,2.75,3.75,3.0,2.75,3.0,3.25,3.75,2.25,3.5,3.5,2.75,2.75,,3.11
,,,,,,,,,,,,,,,,,,,12.01
