Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Gracie GOLD,USA,191.16,1,68.16,1,123.0,2014-11-30,gpjpn2014
2,Alena LEONOVA,RUS,186.4,2,68.11,3,118.29,2014-11-30,gpjpn2014
3,Satoko MIYAHARA,JPN,179.02,4,60.69,2,118.33,2014-11-30,gpjpn2014
4,Kanako MURAKAMI,JPN,173.09,3,64.38,7,108.71,2014-11-30,gpjpn2014
5,Riona KATO,JPN,168.38,8,50.87,4,117.51,2014-11-30,gpjpn2014
6,Gabrielle DALEMAN,CAN,164.74,7,53.46,6,111.28,2014-11-30,gpjpn2014
7,Zijun LI,CHN,162.9,5,56.44,8,106.46,2014-11-30,gpjpn2014
8,Polina EDMUNDS,USA,161.79,11,48.96,5,112.83,2014-11-30,gpjpn2014
9,Christina GAO,USA,147.51,6,54.86,10,92.65,2014-11-30,gpjpn2014
10,Elene GEDEVANISHVILI,GEO,142.96,9,50.18,9,92.78,2014-11-30,gpjpn2014
11,Anna OVCHAROVA,SUI,132.32,12,45.83,11,86.49,2014-11-30,gpjpn2014
12,Anne Line GJERSEM,NOR,125.17,10,49.09,12,76.08,2014-11-30,gpjpn2014
