Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Daisuke MURAKAMI,JPN,246.07,3,79.68,1,166.39,2014-11-30,gpjpn2014
2,Sergei VORONOV,RUS,236.65,4,78.93,2,157.72,2014-11-30,gpjpn2014
3,Takahito MURA,JPN,234.44,1,86.28,4,148.16,2014-11-30,gpjpn2014
4,Yuzuru HANYU,JPN,229.8,5,78.01,3,151.79,2014-11-30,gpjpn2014
5,Jeremy ABBOTT,USA,229.65,2,81.51,5,148.14,2014-11-30,gpjpn2014
6,Elladj BALDE,CAN,212.5,7,67.5,6,145.0,2014-11-30,gpjpn2014
7,Ross MINER,USA,205.36,10,63.36,7,142.0,2014-11-30,gpjpn2014
8,Jeremy TEN,CAN,203.27,8,65.81,8,137.46,2014-11-30,gpjpn2014
9,Jin Seo KIM,KOR,197.2,9,65.69,9,131.51,2014-11-30,gpjpn2014
10,Ivan RIGHINI,ITA,196.22,6,70.27,10,125.95,2014-11-30,gpjpn2014
11,Joshua FARRIS,USA,169.88,11,58.35,11,111.53,2014-11-30,gpjpn2014
