12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Shawn SAWYER,CAN,0,60.79,29.1,32.69,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3F+3T,,9.5,False,0.14,1,0,0,0,0,1,0,0,0,0,0,0,,9.64
2,3A<,,3.5,False,-1.86,-3,-3,-2,-2,-2,-3,-2,-2,-2,-2,-3,-2,,1.64
3,FSSp4,,3.0,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,,3.0
4,3Lz<,,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
5,CiSt3,,3.1,False,0.21,1,0,0,1,1,0,1,0,1,1,1,0,,3.31
6,SlSt3,,3.1,False,0.29,1,0,0,0,1,1,1,0,1,1,1,1,,3.39
7,CSSp4,,3.0,False,0.36,1,0,1,1,1,1,2,1,1,0,0,0,,3.36
8,CCoSp3,,3.0,False,0.86,2,2,1,2,1,2,2,2,2,2,1,1,,3.86
,,,30.1,,,,,,,,,,,,,,,,29.1
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,7.0,6.5,6.0,6.5,6.0,7.0,6.5,6.0,6.5,7.25,7.5,7.25,,6.61
,Transition / Linking Footwork  ,,,,1.0,7.0,6.0,5.75,6.25,5.75,6.75,6.75,5.5,6.25,7.0,7.75,7.0,,6.36
,Performance / Execution  ,,,,1.0,7.25,6.0,6.0,6.75,6.0,7.25,6.5,5.75,6.75,7.25,7.75,7.0,,6.61
,Choreography / Composition  ,,,,1.0,6.75,6.25,6.0,6.75,5.75,7.25,6.25,5.75,6.75,7.0,7.75,7.25,,6.54
,Interpretation  ,,,,1.0,7.0,6.5,6.0,6.5,6.0,7.25,6.0,5.5,6.5,7.0,7.75,7.0,,6.57
,,,,,,,,,,,,,,,,,,,32.69
Deduction,Falls,-1.0
