12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Ming XU,CHN,0,49.08,24.44,24.64,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,2F+3T,e,5.7,False,-1.57,-2,-2,0,-1,-2,-2,-1,-2,-1,-1,-2,-1,,4.13
2,3A,,7.5,False,-0.43,-1,0,-1,-1,0,-1,-1,0,0,0,-1,0,,7.07
3,2Lz,,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
4,CSSp3,,2.3,False,-0.04,0,0,0,-1,1,-1,0,0,0,0,0,0,,2.26
5,SlSt2,,2.3,False,0.07,0,0,0,1,0,0,1,1,0,0,0,0,,2.37
6,FSSp2,,2.0,False,-0.09,-1,0,0,-1,0,-1,1,1,0,0,0,0,,1.91
7,CiSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,2.3
8,CCoSp4,,3.5,False,0.0,0,0,1,0,0,0,0,0,0,0,-1,-1,,3.5
,,,27.5,,,,,,,,,,,,,,,,24.44
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,5.0,4.75,5.25,6.0,5.5,4.75,5.25,5.0,5.25,5.75,4.75,4.75,,5.14
,Transition / Linking Footwork  ,,,,1.0,4.75,4.5,4.75,5.5,5.0,4.5,4.75,4.75,5.0,5.0,4.5,4.5,,4.75
,Performance / Execution  ,,,,1.0,4.5,4.5,4.75,6.0,5.25,4.75,4.75,4.75,5.0,5.5,4.75,4.75,,4.89
,Choreography / Composition  ,,,,1.0,4.5,4.75,5.0,6.0,5.25,4.5,5.0,4.75,5.0,5.5,4.75,4.75,,4.93
,Interpretation  ,,,,1.0,4.75,4.5,4.75,6.0,5.25,4.75,4.5,5.0,5.25,5.5,4.75,4.5,,4.93
,,,,,,,,,,,,,,,,,,,24.64
