8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Nathalie PECHALAT / Fabian BOURZAT,FRA,8,65.48,33.24,32.24,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,STw4,,6.0,False,0.58,2,1,1,1,1,1,2,1,,6.58
2,NtMiSt2,,5.0,False,1.83,2,2,2,2,2,1,2,1,,6.83
3,GW2Se4,,8.0,False,0.5,1,1,2,1,1,1,1,1,,8.5
4,GW1Se4,,6.0,False,0.5,1,1,2,1,1,1,1,1,,6.5
5,RoLi4,,4.0,False,0.83,2,2,2,1,2,1,1,2,,4.83
6,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,29.0,,,,,,,,,,,,33.24
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,8.0,8.0,8.25,8.25,7.5,7.75,8.0,8.25,,8.04
,Linking Footwork / Movement  ,,,,0.7,7.75,7.75,8.0,8.0,7.5,7.5,8.25,8.0,,7.83
,Performance  ,,,,0.7,7.75,8.0,8.25,8.25,7.75,7.75,8.25,8.5,,8.04
,Choreography  ,,,,0.8,8.25,8.25,8.25,8.5,7.75,8.0,8.25,8.25,,8.21
,Interpretation / Timing  ,,,,1.0,8.25,8.0,8.25,8.25,8.0,8.0,8.0,8.5,,8.13
,,,,,,,,,,,,,,,32.24
