8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Ekaterina RIAZANOVA / Ilia TKACHENKO,RUS,3,60.81,32.09,28.72,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,NtMiSt3,,6.5,False,1.67,2,1,2,1,2,2,2,1,,8.17
2,GW1Se3,,5.0,False,0.33,0,1,2,0,1,1,1,0,,5.33
3,GW2Se3,,7.0,False,0.42,0,1,1,1,1,2,1,0,,7.42
4,STw4,,6.0,False,0.67,1,1,2,2,1,2,1,1,,6.67
5,RoLi4,,4.0,False,0.5,1,1,1,1,1,1,2,0,,4.5
,,,28.5,,,,,,,,,,,,32.09
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.25,7.25,7.75,6.75,7.75,7.0,7.5,6.75,,7.25
,Linking Footwork / Movement  ,,,,0.7,6.75,7.0,7.5,6.5,7.5,7.0,7.25,6.75,,7.04
,Performance  ,,,,0.7,7.25,7.25,7.75,7.0,7.5,6.75,7.25,7.0,,7.21
,Choreography  ,,,,0.8,7.0,7.25,7.5,6.75,7.75,7.25,7.25,7.0,,7.21
,Interpretation / Timing  ,,,,1.0,7.25,7.25,7.5,6.5,7.75,7.0,7.5,6.5,,7.17
,,,,,,,,,,,,,,,28.72
