10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Stacey KEMP / David KING,GBR,0,83.53,44.85,39.68,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,2LzTw2,,3.5,False,0.0,2,0,0,0,0,0,0,0,0,0,,3.5
2,2F<,<,0.5,False,-0.3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.2
3,3LoTh,,5.0,False,-0.56,0,0,-1,-1,-1,-1,0,0,-1,-1,,4.44
4,5ALi4,,6.5,False,0.0,1,0,0,0,0,0,0,0,0,0,,6.5
5,FCCoSp3,,3.0,False,-0.3,0,0,-2,-1,-1,-1,-1,-1,-1,-1,,2.7
6,3Li4,,4.0,False,0.1,1,0,0,0,0,0,0,1,0,1,,4.1
7,3TTh,,4.95,True,0.28,1,0,1,0,1,0,0,1,0,0,,5.23
8,PCoSp3,,4.0,False,0.0,0,0,0,0,0,0,0,-1,0,0,,4.0
9,SlSt1,,1.8,False,-0.06,0,0,0,0,-1,-1,-1,-1,0,0,,1.74
10,2F+2T+SEQ,,2.64,True,-0.3,0,0,-2,-2,-1,-1,0,-1,0,-1,,2.34
11,5TLi4,,6.6,True,0.0,1,0,0,0,0,0,-1,-1,0,0,,6.6
12,FiDs4,,3.5,False,0.0,1,0,0,0,0,0,0,0,0,0,,3.5
,,,45.99,,,,,,,,,,,,,,44.85
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.75,5.0,4.75,5.0,5.5,5.0,4.75,5.0,5.25,5.5,,5.15
,Transition / Linking Footwork  ,,,,1.6,5.5,5.0,4.25,4.5,5.0,5.5,5.0,4.75,4.5,5.0,,4.75
,Performance / Execution  ,,,,1.6,5.5,5.25,4.5,4.5,5.5,5.25,5.0,5.5,4.75,5.75,,5.1
,Choreography / Composition  ,,,,1.6,5.25,5.25,4.25,4.75,5.5,6.0,5.25,5.25,4.25,5.75,,5.0
,Interpretation  ,,,,1.6,5.0,5.0,4.25,4.5,5.25,4.75,5.0,5.0,4.25,5.5,,4.8
,,,,,,,,,,,,,,,,,39.68
Deduction,Falls,-1.0
