Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Nathalie PECHALAT / Fabian BOURZAT,FRA,161.82,1,65.48,1,96.34,2010-11-28,gpfra2010
2,Ekaterina RIAZANOVA / Ilia TKACHENKO,RUS,146.79,2,60.81,2,85.98,2010-11-28,gpfra2010
3,Madison CHOCK / Greg ZUERLEIN,USA,138.48,3,58.09,3,80.39,2010-11-28,gpfra2010
4,Pernelle CARRON / Lloyd JONES,FRA,126.94,4,53.36,4,73.58,2010-11-28,gpfra2010
5,Xintong HUANG / Xun ZHENG,CHN,123.1,7,49.55,5,73.55,2010-11-28,gpfra2010
6,Kharis RALPH / Asher HILL,CAN,121.39,6,50.5,6,70.89,2010-11-28,gpfra2010
7,Isabella CANNUSCIO / Ian LORELLO,USA,116.6,5,52.19,7,64.41,2010-11-28,gpfra2010
8,Dora TUROCZI / Balazs MAJOR,HUN,104.03,8,41.27,8,62.76,2010-11-28,gpfra2010
