Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Takahiko KOZUKA,JPN,248.07,1,77.64,1,170.43,2010-11-28,gpfra2010
2,Florent AMODIO,FRA,229.38,2,75.62,2,153.76,2010-11-28,gpfra2010
3,Brandon MROZ,USA,214.31,3,72.46,3,141.85,2010-11-28,gpfra2010
4,Kevin REYNOLDS,CAN,200.13,7,66.13,4,134,2010-11-28,gpfra2010
5,Chafik BESSEGHIER,FRA,185.69,4,70.33,7,115.36,2010-11-28,gpfra2010
6,Nan SONG,CHN,181.53,8,62.88,5,118.65,2010-11-28,gpfra2010
7,Peter LIEBERS,GER,177.54,6,66.53,8,111.01,2010-11-28,gpfra2010
8,Anton KOVALEVSKI,UKR,173.92,9,55.79,6,118.13,2010-11-28,gpfra2010
9,Zoltan KELEMEN,ROU,161.7,10,53.02,9,108.68,2010-11-28,gpfra2010
WD,Brian JOUBERT,FRA,66.95,5,66.95,WD,WD,2010-11-28,gpfra2010
