Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Kiira KORPI,FIN,169.74,1,61.39,2,108.35,2010-11-28,gpfra2010
2,Mirai NAGASU,USA,167.79,2,58.72,1,109.07,2010-11-28,gpfra2010
3,Alissa CZISNY,USA,159.8,4,55.5,4,104.3,2010-11-28,gpfra2010
4,Cynthia PHANEUF,CAN,155.11,6,50.51,3,104.6,2010-11-28,gpfra2010
5,Mao ASADA,JPN,148.02,7,50.1,5,97.92,2010-11-28,gpfra2010
6,Haruka IMAI,JPN,145.47,3,58.38,9,87.09,2010-11-28,gpfra2010
7,Sonia LAFUENTE,ESP,143.6,8,46.81,6,96.79,2010-11-28,gpfra2010
8,Fumie SUGURI,JPN,138.18,5,50.76,8,87.42,2010-11-28,gpfra2010
9,Mae Berenice MEITE,FRA,137.08,11,41.69,7,95.39,2010-11-28,gpfra2010
10,Sarah HECKEN,GER,130.17,9,46.73,10,83.44,2010-11-28,gpfra2010
11,Candice DIDIER,FRA,120.8,10,46.06,12,74.74,2010-11-28,gpfra2010
12,Lena MARROCCO,FRA,113.31,12,38.39,11,74.92,2010-11-28,gpfra2010
