9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Vera BAZAROVA / Andrei DEPUTAT,RUS,4,56.85,30.36,27.49,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3T<,<,3.0,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
2,3Tw3,,5.8,False,1.0,0,2,0,2,1,2,2,2,1,,6.8
3,3LoTh,,5.0,False,1.2,1,3,1,0,2,2,2,2,2,,6.2
4,FiDs3,,3.2,False,0.8,1,2,1,1,1,1,2,1,1,,4.0
5,FCCoSp3p4,,3.5,False,0.03,0,1,-1,-2,0,0,0,0,1,,3.53
6,StSq4,,3.9,False,0.6,1,1,0,1,0,1,1,1,1,,4.5
7,3Li4,,4.0,False,0.43,1,1,0,1,0,2,2,0,1,,4.43
,,,28.4,,,,,,,,,,,,,30.36
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.25,6.75,7.0,6.5,6.25,7.25,7.75,6.5,7.5,,6.96
,Transition / Linking Footwork  ,,,,0.8,6.25,6.25,6.75,6.0,5.75,7.25,7.5,6.0,7.25,,6.54
,Performance / Execution  ,,,,0.8,6.5,7.0,6.75,6.25,6.0,7.5,7.75,6.75,7.75,,6.93
,Choreography / Composition  ,,,,0.8,7.25,7.0,7.0,6.25,6.25,7.5,7.75,6.75,8.0,,7.07
,Interpretation  ,,,,0.8,7.25,6.5,6.75,6.0,6.0,7.5,8.0,6.5,7.5,,6.86
,,,,,,,,,,,,,,,,27.49
Deduction,Falls,-1.0
