ISU GP NHK Trophy 2016,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
1 3Tw3  6.20  1.30,1 1 2 2 2,2 2,2 2,7.50,
2 3T< <  3.00 -1.40,-2 -3 -1 -1 -3,-2 -2,-2 -2,1.60,
3 3LoTh  5.00  1.40,2 2 2 2 1,2 2,2 2,6.40,
4 BiDs3  3.20  0.90,1 1 0 2 1,1 1,2 2,4.10,
5 FCCoSp2  2.50 -0.03,1 -1 -1 1 0,-2 1,-1 -1,2.47,
6 5RLi4  7.50  0.90,1 1 1 2 2,1 1,2 1,8.40,
7 StSq4  3.90  0.80,1 1 1 1 2,1 3,1 1,4.70,
31.30,,,,35.17,
Program Components Factor,,,,,
Skating Skills  0.80,8.00  7.25  7.50  7.50  7.50,7.50  8.50,7.75  7.50,7.61,
Transitions  0.80,7.75  7.00  7.50  7.25  7.25,7.00  8.00,7.50  7.25,7.36,
Performance  0.80,8.00  7.25  7.75  7.50  7.75,7.50  8.75,7.50  7.50,7.64,
Composition  0.80,8.50  7.25  7.75  7.75  7.50,7.50  9.00,7.75  7.75,7.79,
Interpretation of the Music  0.80,8.25  7.25  8.00  7.50  7.75,7.25  8.75,8.00  7.25,7.71,
Judges Total Program Component Score (factored),,,,30.49,
Deductions,,,,0.00,
"<  Under-rotated jump",,,,,
"",Starting Total,Total,Total,Total,
Rank Name,Nation Number Segment,Element,Program  Component,Deductions,
"",Score,Score,Score (factored),,
4 Mari VARTMANN / Ruben BLOMMAERT,GER  3  61.23,32.77,28.46,0.00,
Executed Base,,,,Scores of,
"# GOE",J1 J2 J3 J4 J5,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Tw1  5.40 -1.40,-2 -2 -2 -2 -2,-2 -2,-1 -2,4.00,
2 3T  4.30  0.10,0 1 0 0 0,1 0,0 0,4.40,
3 5RLi4  7.50  0.70,1 1 1 1 1,1 0,1 1,8.20,
4 3STh  4.50  0.50,1 1 0 1 1,1 0,0 1,5.00,
5 BiDs4  3.50  0.00,0 -1 1 0 0,0 2,-1 0,3.50,
6 FCCoSp4  3.50 -0.13,-1 0 -1 -1 0,0 0,0 -1,3.37,
7 StSq4  3.90  0.40,0 0 1 1 0,1 1,1 0,4.30,
32.60,,,,32.77,
Program Components Factor,,,,,
Skating Skills  0.80,7.25  7.25  7.25  7.00  7.00,7.00  7.75,7.00  7.50,7.18,
Transitions  0.80,7.25  6.75  7.00  6.75  7.00,7.25  7.25,6.75  7.25,7.04,
Performance  0.80,7.25  7.00  7.00  6.75  6.50,7.00  7.25,7.00  7.25,7.04,
Composition  0.80,7.00  7.25  7.25  7.00  7.00,7.25  7.75,7.25  7.50,7.21,
Interpretation of the Music  0.80,7.25  7.25  7.00  6.75  6.75,7.25  7.25,7.25  7.00,7.11,
Judges Total Program Component Score (factored),,,,28.46,
Deductions,,,,0.00,
ISU GP NHK Trophy 2016,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Starting Total,Total,Total,Total,
Rank Name,Nation Number Segment,Element,Program  Component,Deductions,
"",Score,Score,Score (factored),,
5 Tarah KAYNE / Danny O'SHEA,USA  7  57.02,30.59,28.43,2.00,
Executed Base,,,,Scores of,
"# GOE",J1 J2 J3 J4 J5,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 BiDs3  3.20  1.30,2 2 1 2 2,2 2,2 1,4.50,
2 3Tw1  5.40 -0.60,0 -1 -2 -1 -1,-2 0,0 -1,4.80,
3 3S< <  3.10 -2.10,-3 -3 -3 -3 -3,-3 -3,-3 -3,1.00,
4 3LzTh  5.50 -1.30,-1 -2 -2 -1 -2,-2 -2,-2 -2,4.20,
5 StSq3  3.30  0.50,1 0 1 1 1,1 1,1 1,3.80,
6 5ALi4  7.50  1.00,1 2 1 2 1,2 2,1 1,8.50,
7 FCCoSp4  3.50  0.29,0 1 0 1 1,1 2,0 0,3.79,
31.50,,,,30.59,
Program Components Factor,,,,,
Skating Skills  0.80,7.50  7.00  7.00  7.25  7.00,7.00  7.75,7.75  6.75,7.21,
Transitions  0.80,7.50  6.75  7.00  7.25  6.75,7.25  7.50,7.50  6.25,7.14,
Performance  0.80,7.50  6.50  7.00  7.00  6.50,7.00  6.75,7.25  6.25,6.86,
Composition  0.80,7.75  6.75  7.00  7.25  7.00,7.25  7.75,7.75  6.75,7.25,
Interpretation of the Music  0.80,7.75  7.00  7.00  7.00  6.75,7.00  7.25,7.50  6.50,7.07,
Judges Total Program Component Score (factored),,,,28.43,
Deductions Falls: -2.00,,,,-2.00,
"<  Under-rotated jump",,,,,
"",Starting Total,Total,Total,Total,
Rank Name,Nation Number Segment,Element,Program  Component,Deductions,
"",Score,Score,Score (factored),,
6 Sumire SUTO / Francis BOUDREAU-AUDET,JPN  5  52.65,28.23,25.42,1.00,
Executed Base,,,,Scores of,
"# GOE",J1 J2 J3 J4 J5,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Tw3  6.20 -1.00,-1 -1 -1 0 -1,-2 -2,-2 -2,5.20,
2 3S< <  3.10 -0.80,-2 -1 -1 -1 -1,-2 -1,-1 -1,2.30,
3 3STh  4.50 -2.10,-3 -3 -3 -3 -3,-3 -3,-3 -3,2.40,
4 5ALi4  7.50  0.60,1 1 0 1 1,1 0,1 1,8.10,
5 FCCoSp3  3.00 -0.17,0 0 -1 -1 0,-2 0,-1 -1,2.83,
6 StSq4  3.90  0.00,0 0 0 0 0,0 -1,0 0,3.90,
7 BiDs3  3.20  0.30,0 0 0 1 1,0 1,1 -1,3.50,
31.40,,,,28.23,
Program Components Factor,,,,,
Skating Skills  0.80,6.75  6.50  6.25  6.50  7.25,5.50  6.75,6.75  6.00,6.50,
Transitions  0.80,6.50  6.25  5.50  6.25  6.75,5.25  6.25,6.50  5.75,6.14,
Performance  0.80,6.50  6.25  6.00  6.25  7.00,5.25  6.50,6.50  5.75,6.25,
Composition  0.80,6.75  6.50  6.00  6.50  7.25,5.50  7.00,6.75  6.00,6.50,
Interpretation of the Music  0.80,6.50  6.50  6.00  6.50  7.00,5.50  6.75,6.50  6.00,6.39,
Judges Total Program Component Score (factored),,,,25.42,
Deductions Falls: -1.00,,,,-1.00,
"<  Under-rotated jump",,,,,
ISU GP NHK Trophy 2016,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Starting Total,Total,Total,Total,
Rank Name,Nation Number Segment,Element,Program  Component,Deductions,
"",Score,Score,Score (factored),,
7 Miriam ZIEGLER / Severin KIEFER,AUT  1  52.19,28.50,25.69,2.00,
Executed Base,,,,Scores of,
"# GOE",J1 J2 J3 J4 J5,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw1  5.40,-1.40 -2 -2 -3 -1 -2,-2 -2,-2 -2,4.00,
2 3Lz  6.00,-2.10 -3 -3 -3 -3 -3,-3 -3,-3 -3,3.90,
3 5RLi3  7.00,0.00 0 0 -1 0 0,0 0,0 0,7.00,
4 BiDs2  3.00,0.30 0 1 0 0 1,0 1,1 0,3.30,
5 FCCoSp3V  2.50,0.50 1 1 1 1 2,1 1,1 1,3.00,
6 3FTh  5.50,-2.10 -3 -3 -3 -3 -3,-3 -3,-3 -3,3.40,
7 StSq4  3.90,0.00 0 0 0 0 0,0 0,0 0,3.90,
33.30,,,,28.50,
Program Components,Factor,,,,
Skating Skills,0.80  6.50  6.75  5.75  6.00  6.75,6.50  7.00,6.75  7.00,6.61,
Transitions,0.80  6.25  6.25  6.00  5.75  6.50,6.00  6.50,6.25  6.75,6.25,
Performance,0.80  6.75  6.00  5.75  5.75  6.50,6.25  6.25,6.25  6.50,6.21,
Composition,0.80  6.75  6.50  6.00  6.25  6.75,6.50  7.00,6.50  7.25,6.61,
Interpretation of the Music,0.80  6.50  6.50  5.75  6.25  6.50,6.00  6.75,6.50  6.75,6.43,
Judges Total Program Component Score (factored),,,,25.69,
Deductions Falls:,-2.00,,,-2.00,
printed: 25.11.2016 15:20:50,,,,,
