ISU GP NHK Trophy 2016,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
1 Anna POGORILAYA RUS  9  139.30,68.62,,70.68,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 InfoJ6",J7,,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Lz+3T  10.30  1.30 2 2 2 2 2,1 2,,2 1,11.60,
2 3Fe e  3.70 -0.70 -1 -1 -1 -1 -1,-1 0,,-1 -1,3.00,
3 2A  3.30  0.71 1 1 2 2 1,2 2,,1 1,4.01,
4 StSq4  3.90  1.80 2 3 3 3 3,2 3,,2 2,5.70,
5 FCCoSp4  3.50  0.93 2 1 2 2 2,1 2,,2 2,4.43,
6 3Lz+1Lo+3S  11.99 x  0.50 0 1 1 1 0,0 1,,1 1,12.49,
7 3Lo+2T  7.04 x  0.60 0 1 1 2 0,0 1,,2 1,7.64,
8 ChSq1  2.00  1.60 2 2 3 3 3,2 2,,2 1,3.60,
9 3Lo  5.61 x  0.80 1 1 1 2 1,1 2,,1 1,6.41,
10 2A  3.63 x -1.00 -3 -2 -2 -2 -2,-2 -2,,-2 -2,2.63,
11 CCoSp4  3.50  0.57 2 1 1 1 2,1 1,,1 1,4.07,
12 LSp3  2.40  0.64 2 1 1 1 0,1 2,,1 2,3.04,
60.87,,,,68.62,
Program Components Factor,,,,,
Skating Skills  1.60  8.75  8.50  9.00  9.25  8.50,8.50  9.25,,8.50  8.50,8.71,
Transitions  1.60  8.50  8.50  9.25  9.00  8.25,8.50  9.00,,8.25  8.00,8.57,
Performance  1.60  8.75  8.75  9.50  9.00  8.50,9.00  9.25,,8.50  8.50,8.82,
Composition  1.60  9.00  9.00  9.50  9.25  8.50,9.00  9.50,,8.75  8.75,9.04,
Interpretation of the Music  1.60  9.00  8.75  9.50  9.50  8.75,9.25  9.25,,8.75  8.75,9.04,
Judges Total Program Component Score (factored),,,,70.68,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Wrong edge",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
2 Satoko MIYAHARA JPN  10  133.80,64.64,,69.16,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Lo  5.10  0.80 2 1 1 1 2,1 1,,1 0,5.90,
2 3Lz+3T< <  9.00 -0.60 -1 0 -1 0 -1,-1 -1,,-1 -1,8.40,
3 3F< !  3.70 -0.90 -2 -1 -1 -1 -2,-1 -1,,-2 -1,2.80,
4 FCSp4  3.20  0.71 2 1 1 0 1,2 2,,2 1,3.91,
5 StSq4  3.90  1.40 2 2 2 2 2,3 2,,2 1,5.30,
6 LSp4  2.70  1.43 3 3 3 3 2,3 3,,2 3,4.13,
7 3Lz<+2T+2Lo <  8.03 x -0.70 0 0 -2 -1 -3,-1 -1,,-1 -1,7.33,
8 2A+3T  8.36 x  0.70 2 1 1 0 1,1 1,,1 1,9.06,
9 3S  4.84 x  0.90 2 2 0 0 1,2 1,,2 1,5.74,
10 ChSq1  2.00  1.30 2 2 2 2 1,2 2,,2 1,3.30,
11 2A  3.63 x  0.64 2 2 1 0 1,1 1,,2 1,4.27,
12 CCoSp4  3.50  1.00 2 2 2 2 2,2 2,,1 2,4.50,
57.96,,,,64.64,
Program Components Factor,,,,,
Skating Skills  1.60  9.25  8.75  8.75  8.50  8.25,8.25  8.50,,8.50  8.00,8.50,
