ISU GP NHK Trophy 2016,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Meagan DUHAMEL / Eric RADFORD CAN  6  131.61,,64.59,67.02,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,InJf6o J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw3  6.20  0.80 1 1 1 1 0,,2 1,1 2,7.00,
2 3Lz  6.00 -0.90 -1 -1 -2 -2 -1,,0 -2,-2 1,5.10,
3 4STh  8.20 -0.57 -1 1 -1 -1 -1,,0 1,-1 -1,7.63,
4 5RLi4  7.50  1.40 2 2 2 2 1,,2 2,2 2,8.90,
5 2T+COMBO  1.30 -0.49 -3 -2 -3 -2 -2,,-3 -2,-3 -2,0.81,
6 BoDs3  4.00  1.20 1 2 2 1 1,,2 2,2 2,5.20,
7 FCCoSp4  3.50  0.93 2 2 2 1 1,,3 2,1 3,4.43,
8 3FTh  5.50  0.80 1 2 1 1 2,,1 1,0 1,6.30,
9 5ALi4  7.50  1.30 2 2 2 1 2,,2 1,2 2,8.80,
10 PCoSp4  4.50  0.71 1 2 1 1 2,,2 1,1 2,5.21,
11 ChSq1  2.00  1.00 2 2 2 1 1,,1 0,2 1,3.00,
12 3Li2  3.50 -1.29 -1 -2 -3 -3 -2,,-3 -2,-3 -3,2.21,
59.70,,,,64.59,
Program Components Factor,,,,,
Skating Skills  1.60  8.50  8.50  8.25  8.25  8.50,,8.75  8.25,8.25  8.50,8.39,
Transitions  1.60  8.00  8.75  8.75  8.00  8.50,,8.50  8.00,8.00  8.25,8.29,
Performance  1.60  8.25  8.50  8.00  8.00  8.25,,8.50  8.00,7.75  8.50,8.21,
Composition  1.60  8.75  9.25  8.75  8.25  8.75,,8.75  8.25,8.50  8.75,8.64,
Interpretation of the Music  1.60  8.50  8.25  9.00  8.00  8.50,,8.50  8.25,8.00  8.50,8.36,
Judges Total Program Component Score (factored),,,,67.02,
Deductions,,,,0.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Cheng PENG / Yang JIN CHN  7  123.54,,61.30,64.24,2.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 2A<< <<  1.10 -0.60 -3 -3 -3 -3 -3,,-3 -3,-3 -3,0.50,
2 3T+COMBO  4.30 -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,2.20,
3 3Tw3  6.20  1.10 1 2 2 1 2,,1 1,2 2,7.30,
4 BoDs4  4.50  1.10 1 1 2 2 2,,1 1,2 2,5.60,
5 5RLi4  7.50  1.40 2 2 1 2 2,,2 2,2 2,8.90,
6 3LoTh  5.00  1.00 2 2 0 1 1,,1 2,1 2,6.00,
7 ChSq1  2.00  0.80 1 1 -1 1 1,,1 1,2 2,2.80,
8 FCCoSp4  3.50  0.36 0 1 2 1 1,,0 1,0 1,3.86,
9 3STh  4.50  1.60 2 3 3 2 2,,2 2,2 3,6.10,
10 5ALi3  7.00  0.90 1 2 1 2 1,,1 1,1 2,7.90,
11 3Li4  4.50  0.71 2 2 1 2 2,,1 1,1 1,5.21,
12 PCoSp4  4.50  0.43 1 0 1 1 1,,0 1,1 2,4.93,
54.60,,,,61.30,
Program Components Factor,,,,,
Skating Skills  1.60  8.75  7.75  8.50  8.00  8.50,,8.00  8.00,8.25  8.00,8.18,
Transitions  1.60  8.25  7.50  8.25  7.75  8.25,,7.75  7.75,8.00  7.75,7.93,
