Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,201.49,1,68.63,2,132.86,2012-04-01,wc2012
2,Tatiana VOLOSOZHAR / Maxim TRANKOV,RUS,201.38,8,60.48,1,140.9,2012-04-01,wc2012
3,Narumi TAKAHASHI / Mervin TRAN,JPN,189.69,3,65.37,3,124.32,2012-04-01,wc2012
4,Qing PANG / Jian TONG,CHN,186.05,2,67.1,6,118.95,2012-04-01,wc2012
5,Meagan DUHAMEL / Eric RADFORD,CAN,185.41,5,63.69,5,121.72,2012-04-01,wc2012
6,Vera BAZAROVA / Yuri LARIONOV,RUS,183.68,4,65.02,7,118.66,2012-04-01,wc2012
7,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,182.42,11,59.59,4,122.83,2012-04-01,wc2012
8,Caydee DENNEY / John COUGHLIN,USA,180.37,7,62.48,8,117.89,2012-04-01,wc2012
9,Wenjing SUI / Cong HAN,CHN,179.44,6,63.27,9,116.17,2012-04-01,wc2012
10,Mary Beth MARLEY / Rockne BRUBAKER,USA,170.9,10,59.62,10,111.28,2012-04-01,wc2012
11,Stefania BERTON / Ondrej HOTAREK,ITA,168.16,9,60.39,11,107.77,2012-04-01,wc2012
12,Jessica DUBE / Sebastien WOLFE,CAN,156.36,12,55.83,12,100.53,2012-04-01,wc2012
13,Maylin HAUSCH / Daniel WENDE,GER,145.8,15,48.48,13,97.32,2012-04-01,wc2012
14,Mari VARTMANN / Aaron VAN CLEAVE,GER,143.29,16,47.91,14,95.38,2012-04-01,wc2012
15,Nicole DELLA MONICA / Matteo GUARISE,ITA,137.31,14,49.07,15,88.24,2012-04-01,wc2012
16,Vanessa JAMES / Morgan CIPRES,FRA,130.7,13,50.51,16,80.19,2012-04-01,wc2012
17,Danielle MONTALBANO / Evgeni KRASNOPOLSKI,ISR,44.69,17,44.69,DNQ,DNQ,2012-04-01,wc2012
18,Anais MORAND / Timothy LEEMANN,SUI,44.59,18,44.59,DNQ,DNQ,2012-04-01,wc2012
19,Stacey KEMP / David KING,GBR,39.33,19,39.33,DNQ,DNQ,2012-04-01,wc2012
20,Ji Hyang RI / Won Hyok THAE,PRK,36.23,20,36.23,DNQ,DNQ,2012-04-01,wc2012
