Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,266.11,1,89.41,1,176.7,2012-04-01,wc2012
2,Daisuke TAKAHASHI,JPN,259.66,3,85.72,3,173.94,2012-04-01,wc2012
3,Yuzuru HANYU,JPN,251.06,7,77.07,2,173.99,2012-04-01,wc2012
4,Brian JOUBERT,FRA,244.58,4,83.47,5,161.11,2012-04-01,wc2012
5,Florent AMODIO,FRA,243.03,6,79.96,4,163.07,2012-04-01,wc2012
6,Michal BREZINA,CZE,239.55,2,87.67,7,151.88,2012-04-01,wc2012
7,Denis TEN,KAZ,229.7,8,76.0,6,153.7,2012-04-01,wc2012
8,Jeremy ABBOTT,USA,226.19,9,74.85,8,151.34,2012-04-01,wc2012
9,Javier FERNANDEZ,ESP,225.87,5,81.87,14,144.0,2012-04-01,wc2012
10,Samuel CONTESTI,ITA,224.89,11,73.55,9,151.34,2012-04-01,wc2012
11,Takahiko KOZUKA,JPN,218.63,13,71.78,11,146.85,2012-04-01,wc2012
12,Kevin REYNOLDS,CAN,217.2,12,72.95,13,144.25,2012-04-01,wc2012
13,Adam RIPPON,USA,216.63,10,73.55,16,143.08,2012-04-01,wc2012
14,Nan SONG,CHN,216.33,15,69.58,12,146.75,2012-04-01,wc2012
15,Kevin VAN DER PERREN,BEL,214.04,18,66.38,10,147.66,2012-04-01,wc2012
16,Tomas VERNER,CZE,210.66,14,70.38,17,140.28,2012-04-01,wc2012
17,Sergei VORONOV,RUS,210.04,17,66.81,15,143.23,2012-04-01,wc2012
18,Artur GACHINSKI,RUS,205.06,16,68.5,18,136.56,2012-04-01,wc2012
19,Misha GE,UZB,186.41,19,65.29,23,121.12,2012-04-01,wc2012
20,Peter LIEBERS,GER,184.13,23,58.21,19,125.92,2012-04-01,wc2012
21,Christopher CALUZA,PHI,184.1,20,61.87,20,122.23,2012-04-01,wc2012
22,Viktor PFEIFER,AUT,182.54,21,60.61,21,121.93,2012-04-01,wc2012
23,Kim LUCINE,MON,181.37,22,59.93,22,121.44,2012-04-01,wc2012
24,Javier RAYA,ESP,167.48,24,57.22,24,110.26,2012-04-01,wc2012
25,Maciej CIEPLUCHA,POL,57.18,25,57.18,DNQ,DNQ,2012-04-01,wc2012
26,Alexander MAJOROV,SWE,56.57,26,56.57,DNQ,DNQ,2012-04-01,wc2012
27,Min-Seok KIM,KOR,55.41,27,55.41,DNQ,DNQ,2012-04-01,wc2012
28,Dmitri IGNATENKO,UKR,52.93,28,52.93,DNQ,DNQ,2012-04-01,wc2012
29,Alexei BYCHENKO,ISR,52.76,29,52.76,DNQ,DNQ,2012-04-01,wc2012
30,Justus STRID,DEN,50.55,30,50.55,DNQ,DNQ,2012-04-01,wc2012
