Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Carolina KOSTNER,ITA,189.94,3,61.0,1,128.94,2012-04-01,wc2012
2,Alena LEONOVA,RUS,184.28,1,64.61,4,119.67,2012-04-01,wc2012
3,Akiko SUZUKI,JPN,180.68,5,59.38,2,121.3,2012-04-01,wc2012
4,Ashley WAGNER,USA,176.77,8,56.42,3,120.35,2012-04-01,wc2012
5,Kanako MURAKAMI,JPN,175.41,2,62.67,5,112.74,2012-04-01,wc2012
6,Mao ASADA,JPN,164.52,4,59.49,6,105.03,2012-04-01,wc2012
7,Kexin ZHANG,CHN,157.57,9,55.0,7,102.57,2012-04-01,wc2012
8,Valentina MARCHEI,ITA,150.1,11,52.14,9,97.96,2012-04-01,wc2012
9,Ksenia MAKAROVA,RUS,149.48,6,58.51,14,90.97,2012-04-01,wc2012
10,Elene GEDEVANISHVILI,GEO,149.2,7,58.49,15,90.71,2012-04-01,wc2012
11,Viktoria HELGESSON,SWE,148.54,10,54.19,11,94.35,2012-04-01,wc2012
12,Yretha SILETE,FRA,148.18,15,48.42,8,99.76,2012-04-01,wc2012
13,Elena GLEBOVA,EST,144.28,14,49.04,10,95.24,2012-04-01,wc2012
14,Jenna MCCORKELL,GBR,143.84,12,50.42,12,93.42,2012-04-01,wc2012
15,Sonia LAFUENTE,ESP,140.24,18,47.36,13,92.88,2012-04-01,wc2012
16,Amelie LACOSTE,CAN,138.6,13,49.37,17,89.23,2012-04-01,wc2012
17,Natalia POPOVA,UKR,136.36,20,46.6,16,89.76,2012-04-01,wc2012
18,Juulia TURKKILA,FIN,135.56,17,47.75,18,87.81,2012-04-01,wc2012
19,Polina KOROBEYNIKOVA,RUS,129.98,19,46.71,19,83.27,2012-04-01,wc2012
20,Sarah HECKEN,GER,129.2,21,46.39,20,82.81,2012-04-01,wc2012
21,Kerstin FRANK,AUT,126.17,22,45.8,21,80.37,2012-04-01,wc2012
22,Alissa CZISNY,USA,124.11,16,48.31,22,75.8,2012-04-01,wc2012
23,Romy BÜHLER,SUI,116.21,24,44.02,23,72.19,2012-04-01,wc2012
24,Alisa MIKONSAARI,FIN,110.4,23,44.16,24,66.24,2012-04-01,wc2012
25,Victoria MUNIZ,PUR,43.27,25,43.27,DNQ,DNQ,2012-04-01,wc2012
26,Isabelle PIEMAN,BEL,38.45,26,38.45,DNQ,DNQ,2012-04-01,wc2012
27,Alina FJODOROVA,LAT,38.06,27,38.06,DNQ,DNQ,2012-04-01,wc2012
28,Min-Jeong KWAK,KOR,36.91,28,36.91,DNQ,DNQ,2012-04-01,wc2012
29,Clara PETERS,IRL,34.03,29,34.03,DNQ,DNQ,2012-04-01,wc2012
30,Lejeanne MARAIS,RSA,32.22,30,32.22,DNQ,DNQ,2012-04-01,wc2012
