10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Maria MUKHORTOVA / Maxim TRANKOV,RUS,0,49.24,26.24,24.0,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3T,,4.0,False,-2.8,-3,-3,-3,-2,-3,-2,-2,-3,-3,-3,,1.2
2,3LoTh,,5.0,False,0.42,0,0,1,1,0,1,1,1,1,0,,5.42
3,2Tw3,,4.0,False,0.1,0,0,0,1,0,1,1,1,0,0,,4.1
4,3Li4,,4.0,False,0.1,0,0,0,1,0,0,0,1,1,0,,4.1
5,CCoSp2,,2.5,False,0.0,0,-1,0,0,0,0,0,1,0,0,,2.5
6,SlSt1,,1.8,False,0.0,0,0,0,0,0,0,0,0,0,-1,,1.8
7,FiDs3,,3.2,False,0.42,0,0,0,1,0,1,1,1,1,1,,3.62
8,PCoSp2,,3.5,False,0.0,0,0,0,0,0,-1,0,0,1,0,,3.5
,,,28.0,,,,,,,,,,,,,,26.24
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,6.0,6.25,6.0,6.0,6.0,7.0,6.5,6.0,6.5,5.75,,6.15
,Transition / Linking Footwork ,,,,0.8,5.25,5.75,5.75,6.25,5.25,6.5,6.5,5.75,6.0,5.5,,5.85
,Performance / Execution ,,,,0.8,5.75,6.0,5.75,6.0,5.5,7.0,6.5,6.0,6.0,6.0,,5.95
,Choreography / Composition ,,,,0.8,5.25,6.0,6.0,6.0,5.5,6.75,6.75,6.0,6.25,5.75,,6.0
,Interpretation ,,,,0.8,5.75,5.75,6.0,6.25,5.75,6.25,6.5,6.0,6.25,6.0,,6.05
,,,,,,,,,,,,,,,,,24.0
Deduction,Falls,-1.0
