Rank,Name,Nation,Points,Short Rank,Short Score,OD Rank,OD Score,Free Rank,Free Score,Date,Event
1,Marie-France DUBREUIL / Patrice LAUZON,CAN,179.6,1,33.24,2,53.87,1,92.49,2005-10-30,gpcan05
2,Elena GRUSHINA / Ruslan GONCHAROV,UKR,170.5,2,31.76,1,55.68,3,83.06,2005-10-30,gpcan05
3,Melissa GREGORY / Denis PETUKHOV,USA,164.12,3,31.31,3,47.19,2,85.62,2005-10-30,gpcan05
4,Kristin FRASER / Igor LUKANIN,AZE,155.22,4,28.16,5,45.82,4,81.24,2005-10-30,gpcan05
5,Elena ROMANOVSKAYA / Alexander GRACHEV,RUS,150.94,6,26.36,4,46.04,5,78.54,2005-10-30,gpcan05
6,Chantal LEFEBVRE / Arseni MARKOV,CAN,143.9,5,27.18,7,43.27,6,73.45,2005-10-30,gpcan05
7,Sinead KERR / John KERR,GBR,142.72,7,25.47,6,45.16,7,72.09,2005-10-30,gpcan05
8,Mylene GIRARD / Bradley YAEGER,CAN,133.12,8,24.49,9,37.02,8,71.61,2005-10-30,gpcan05
9,Alessia AURELI / Andrea VATURI,ITA,127.64,9,22.93,8,38.1,9,66.61,2005-10-30,gpcan05
