Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,175.6,1,60.54,1,115.06,2005-10-30,gpcan05
2,Maria PETROVA / Alexei TIKHONOV,RUS,174.14,2,60.1,2,114.04,2005-10-30,gpcan05
3,Valerie MARCOUX / Craig BUNTIN,CAN,158.9,3,53.4,3,105.5,2005-10-30,gpcan05
4,Anabelle LANGLOIS / Cody HAY,CAN,142.76,4,51.68,5,91.08,2005-10-30,gpcan05
5,Viktoria BORZENKOVA / Andrei CHUVILAEV,RUS,141.52,5,49.7,4,91.82,2005-10-30,gpcan05
6,Utako WAKAMATSU / Jean-Sebastien FECTEAU,CAN,140.14,6,49.34,6,90.8,2005-10-30,gpcan05
7,Maria MUKHORTOVA / Maxim TRANKOV,RUS,136.12,7,45.56,7,90.56,2005-10-30,gpcan05
8,Amanda EVORA / Mark LADWIG,USA,124.04,8,39.02,8,85.02,2005-10-30,gpcan05
