Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Emanuel SANDHU,CAN,201.85,6,62.15,1,139.7,2005-10-30,gpcan05
2,Jeffrey BUTTLE,CAN,201.19,1,74.53,3,126.66,2005-10-30,gpcan05
3,Nobunari ODA,JPN,193.08,7,59.84,2,133.24,2005-10-30,gpcan05
4,Takeshi HONDA,JPN,191.8,3,67.92,4,123.88,2005-10-30,gpcan05
5,Matthew SAVOIE,USA,181.73,4,64.37,6,117.36,2005-10-30,gpcan05
6,Shawn SAWYER,CAN,180.76,5,63.34,5,117.42,2005-10-30,gpcan05
7,Johnny WEIR,USA,177.59,2,70.25,8,107.34,2005-10-30,gpcan05
8,Min ZHANG,CHN,161.11,8,55.21,9,105.9,2005-10-30,gpcan05
9,Andrei GRIAZEV,RUS,153.95,9,51.99,10,101.96,2005-10-30,gpcan05
10,Karel ZELENKA,ITA,153.25,10,45.43,7,107.82,2005-10-30,gpcan05
11,Jamal OTHMAN,SUI,131.64,11,43.38,11,88.26,2005-10-30,gpcan05
