9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
17,Elizabeta MAKAROVA / Leri KENCHADZE,BUL,1,32.8,18.23,15.57,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,2LzTw1,,3.0,False,-0.17,0,-1,-1,-1,0,0,0,-1,-1,,2.83
2,2Lo,,1.8,False,0.0,0,0,-1,0,0,0,0,0,0,,1.8
3,3Li1,,2.5,False,-0.29,0,0,-1,-1,0,-1,0,-1,-1,,2.21
4,3LoTh,,5.0,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.9
5,FiDs2,,3.0,False,-0.4,0,-1,0,0,0,-1,-1,-1,-1,,2.6
6,SlSt2,,2.6,False,-0.04,0,0,-1,0,0,0,0,-1,0,,2.56
7,PCoSp2,,3.5,False,-0.17,0,-1,-1,0,0,-1,-1,0,-1,,3.33
,,,21.4,,,,,,,,,,,,,18.23
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,4.5,4.0,4.25,4.0,4.0,3.75,4.25,4.25,4.25,,4.14
,Transition / Linking Footwork  ,,,,0.8,3.75,3.75,3.5,3.75,3.75,3.25,3.75,4.0,3.75,,3.71
,Performance / Execution  ,,,,0.8,4.25,3.5,3.75,4.0,3.5,3.5,4.0,3.75,4.0,,3.79
,Choreography / Composition  ,,,,0.8,4.25,4.0,4.0,3.75,4.25,3.75,3.75,4.25,4.0,,4.0
,Interpretation  ,,,,0.8,4.5,3.75,3.5,4.0,3.75,3.25,4.0,4.0,3.75,,3.82
,,,,,,,,,,,,,,,,15.57
Deduction,Falls,-1.0
