Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elena SOKOLOVA,RUS,163.02,1,57.94,2,105.08,2005-10-23,gpusa05
2,Alissa CZISNY,USA,159.3,3,52.82,1,106.48,2005-10-23,gpusa05
3,Yoshie ONDA,JPN,150.98,2,53.9,3,97.08,2005-10-23,gpusa05
4,Beatrisa LIANG,USA,133.0,4,47.54,5,85.46,2005-10-23,gpusa05
5,Emily HUGHES,USA,126.78,8,38.74,4,88.04,2005-10-23,gpusa05
6,Mira LEUNG,CAN,125.82,5,47.48,8,78.34,2005-10-23,gpusa05
7,Constanze PAULINUS,GER,122.06,7,40.52,6,81.54,2005-10-23,gpusa05
8,Julia SEBESTYEN,HUN,121.78,6,42.46,7,79.32,2005-10-23,gpusa05
9,Dan FANG,CHN,112.26,10,36.9,9,75.36,2005-10-23,gpusa05
10,Idora HEGEL,CRO,106.42,9,37.3,10,69.12,2005-10-23,gpusa05
