ISU GP Cup of Russia 2010,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuko KAVAGUTI / Alexander SMIRNOV RUS  8,120.79  56.03,,64.76,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3STh  4.50  0.80 2 1 1,2 1 1 1,,1 1,5.30,
2 3T  4.10  0.10 1 -2 0,0 0 1 0,,0 0,4.20,
3 3LzTw1  5.00  0.40 1 0 -1,2 2 0 0,,0 1,5.40,
4 BoDs1  3.00  0.10 0 0 0,0 1 1 0,,0 0,3.10,
"",,,Info,,Info
5 FCCoSp4  3.50  0.86 2 2 1,2 2 2 1,,1 2,4.36,
6 5ALi4  6.50  1.40 2 2 2,3 2 2 1,,2 2,7.90,
7 ChSp1  2.00  1.57 2 1 1,3 2 2 2,,1 1,3.57,
8 2A+2A+SEQ  5.81 x  0.14 1 -1 0,1 1 0 0,,0 0,5.95,
9 3LoTh  5.50 x  0.50 1 1 1,2 1 0 1,,0 0,6.00,
10 3Li4  4.40 x  0.64 1 0 1,3 1 2 2,,1 1,5.04,
11 5SLi  0.00 x  0.00 - - -,- - - -,,- -,0.00,
12 PCoSp4  4.50  0.71 2 1 0,2 1 2 2,,1 1,5.21,
48.81,,,,56.03,
Program Components Factor,,,,,
Skating Skills  1.60 8.50 7.50 7.00,8.25 8.00 8.50 7.25,,8.00 8.00,7.93,
Transition / Linking Footwork  1.60 8.25 7.75 7.50,8.00 8.00 8.50 7.25,,7.50 7.50,7.79,
Performance / Execution  1.60 8.50 8.25 7.50,8.25 8.25 8.75 8.25,,8.25 7.75,8.21,
Choreography / Composition  1.60 8.75 8.25 8.00,8.25 8.25 8.50 8.00,,8.00 8.00,8.18,
Interpretation  1.60 8.75 8.25 7.25,8.25 8.75 8.75 8.50,,8.25 7.75,8.36,
Judges Total Program Component Score (factored),,,,64.76,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Amanda EVORA / Mark LADWIG USA  5,110.27  57.62,,53.65,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3LzTw2  5.40  0.70 1 2 1,-1 1 1 1,,1 1,6.10,
2 3T<< <<  1.40 -0.60 -3 -3 -3,-3 -3 -3 -3,,-3 -3,0.80,
3 3LzTh  5.50 -0.30 0 0 1,0 0 -1 -1,,-1 -1,5.20,
4 FCCoSp4  3.50  0.07 -1 1 0,0 1 0 0,,0 0,3.57,
5 ChSp1  2.00  1.00 1 1 2,1 1 0 1,,1 1,3.00,
6 2A<+1Lo+2S <  4.62 x -0.43 -1 0 0,-1 -1 -1 -1,,-2 -1,4.19,
7 PCoSp4  4.50  0.21 1 1 0,1 0 1 0,,0 0,4.71,
8 3Li4  4.40 x  0.50 1 2 2,1 1 1 1,,0 0,4.90,
9 3LoTh  5.50 x  0.40 0 1 1,1 1 1 0,,0 0,5.90,
10 5RLi4  7.15 x  1.00 1 2 3,1 2 2 1,,1 1,8.15,
11 BoDs2  3.50  0.30 0 1 1,1 0 0 0,,1 0,3.80,
12 5ALi3  6.60 x  0.70 0 1 2,1 1 1 1,,1 1,7.30,
54.07,,,,57.62,
Program Components Factor,,,,,
Skating Skills  1.60 6.50 6.50 7.50,6.50 6.75 7.25 6.75,,6.75 6.50,6.71,
