10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Emily HUGHES,USA,0,46.56,25.36,22.2,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F,,5.5,False,-0.2,0,0,0,0,0,0,-1,-1,-1,-1,,5.3
2,3Lz+2T,,7.3,False,0.0,0,0,0,-1,0,0,0,0,0,0,,7.3
3,SeSt3,,3.1,False,0.0,0,0,0,0,0,0,1,0,1,0,,3.1
4,FSSp3,,2.3,False,-0.06,0,0,0,0,-1,0,-1,0,-1,-1,,2.24
5,SpSt1,,1.8,False,-0.18,1,-2,-1,0,0,-2,-1,0,0,0,,1.62
6,LSp3,,1.8,False,0.4,1,1,1,0,0,1,1,0,0,1,,2.2
7,1A,,0.8,False,-0.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
8,CCoSp3,,3.0,False,0.3,0,1,1,1,0,1,0,0,0,1,,3.3
,,,25.6,,,,,,,,,,,,,,25.36
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,6.5,6.25,5.25,5.75,5.5,5.5,5.75,6.5,6.0,5.0,,5.8
,Transition / Linking Footwork ,,,,0.8,6.0,5.25,5.0,5.5,5.25,5.0,5.25,6.0,5.5,4.5,,5.3
,Performance / Execution ,,,,0.8,6.0,5.5,5.25,5.5,5.5,5.5,5.5,6.0,5.5,4.75,,5.55
,Choreography / Composition ,,,,0.8,6.25,5.5,5.5,5.25,5.75,5.25,5.0,6.75,5.25,4.75,,5.65
,Interpretation ,,,,0.8,6.25,5.5,5.25,5.25,5.25,5.25,5.75,6.0,5.75,4.75,,5.45
,,,,,,,,,,,,,,,,,22.2
Deduction,Falls,-1.0
