Rank,Name,Nation,Points,Short Rank,Short Score,OD Rank,OD Score,Free Rank,Free Score,Date,Event
1,Tanith BELBIN / Benjamin AGOSTO,USA,194.51,1,38.33,1,60.33,1,95.85,2009-11-01,gpchn09
2,Jana KHOKHLOVA / Sergei NOVITSKI,RUS,180.57,2,36.3,2,56.48,3,87.79,2009-11-01,gpchn09
3,Federica FAIELLA / Massimo SCALI,ITA,179.92,3,35.37,3,54.59,2,89.96,2009-11-01,gpchn09
4,Anna ZADOROZHNIUK / Sergei VERBILLO,UKR,158.09,6,29.43,4,50.22,6,78.44,2009-11-01,gpchn09
5,Alexandra ZARETSKI / Roman ZARETSKI,ISR,156.86,4,30.88,7,46.95,5,79.03,2009-11-01,gpchn09
6,Kaitlyn WEAVER / Andrew POJE,CAN,151.87,5,30.4,9,41.11,4,80.36,2009-11-01,gpchn09
7,Xintong HUANG / Xun ZHENG,CHN,151.4,8,27.87,5,48.33,7,75.2,2009-11-01,gpchn09
8,Madison CHOCK / Greg ZUERLEIN,USA,149.17,7,28.76,6,47.27,8,73.14,2009-11-01,gpchn09
9,Xiaoyang YU / Chen WANG,CHN,137.76,9,24.73,8,42.36,9,70.67,2009-11-01,gpchn09
