Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Tatiana VOLOSOZHAR / Maxim TRANKOV,RUS,212.45,1,73.23,1,139.22,2013-01-27,ec2013
2,Aliona SAVCHENKO / Robin SZOLKOWY,GER,205.24,2,70.21,2,135.03,2013-01-27,ec2013
3,Stefania BERTON / Ondrej HOTAREK,ITA,187.45,3,64.28,3,123.17,2013-01-27,ec2013
4,Vanessa JAMES / Morgan CIPRES,FRA,178.81,4,59.27,4,119.54,2013-01-27,ec2013
5,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,175.48,5,56.2,5,119.28,2013-01-27,ec2013
6,Ksenia STOLBOVA / Fedor KLIMOV,RUS,167.23,8,53.7,6,113.53,2013-01-27,ec2013
7,Daria POPOVA / Bruno MASSOT,FRA,157.12,7,53.75,7,103.37,2013-01-27,ec2013
8,Mari VARTMANN / Aaron VAN CLEAVE,GER,141.79,6,55.14,10,86.65,2013-01-27,ec2013
9,Nicole DELLA MONICA / Matteo GUARISE,ITA,140.89,9,47.26,8,93.63,2013-01-27,ec2013
10,Stacey KEMP / David KING,GBR,131.51,10,45.39,11,86.12,2013-01-27,ec2013
11,Julia LAVRENTIEVA / Yuri RUDYK,UKR,128.79,11,41.66,9,87.13,2013-01-27,ec2013
12,Elizaveta MAKAROVA / Leri KENCHADZE,BUL,115.96,13,37.15,12,78.81,2013-01-27,ec2013
13,Stina MARTINI / Severin KIEFER,AUT,112.29,12,39.07,13,73.22,2013-01-27,ec2013
14,Maria PALIAKOVA / Nikita BOCHKOV,BLR,103.13,14,37.06,14,66.07,2013-01-27,ec2013
15,Magdalena KLATKA / Radoslaw CHRUSCINSKI,POL,99.65,15,34.73,15,64.92,2013-01-27,ec2013
