Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Carolina KOSTNER,ITA,194.71,2,64.19,2,130.52,2013-01-27,ec2013
2,Adelina SOTNIKOVA,RUS,193.99,1,67.61,3,126.38,2013-01-27,ec2013
3,Elizaveta TUKTAMYSHEVA,RUS,188.85,4,57.18,1,131.67,2013-01-27,ec2013
4,Valentina MARCHEI,ITA,171.06,3,58.22,4,112.84,2013-01-27,ec2013
5,Viktoria HELGESSON,SWE,155.72,6,54.77,7,100.95,2013-01-27,ec2013
6,Nikol GOSVIANI,RUS,154.41,12,50.92,5,103.49,2013-01-27,ec2013
7,Sonia LAFUENTE,ESP,152.29,11,51.07,6,101.22,2013-01-27,ec2013
8,Joshi HELGESSON,SWE,150.4,5,55.04,9,95.36,2013-01-27,ec2013
9,Nathalie WEINZIERL,GER,147.52,8,52.28,10,95.24,2013-01-27,ec2013
10,Mae Berenice MEITE,FRA,147.14,13,50.79,8,96.35,2013-01-27,ec2013
11,Lenaelle GILLERON-GORRY,FRA,143.74,7,53.32,14,90.42,2013-01-27,ec2013
12,Kerstin FRANK,AUT,143.56,15,49.6,12,93.96,2013-01-27,ec2013
13,Elena GLEBOVA,EST,143.45,9,51.9,13,91.55,2013-01-27,ec2013
14,Elene GEDEVANISHVILI,GEO,142.71,16,48.75,11,93.96,2013-01-27,ec2013
15,Monika SIMANCIKOVA,SVK,137.47,14,50.27,15,87.2,2013-01-27,ec2013
16,Anita MADSEN,DEN,133.35,17,47.97,16,85.38,2013-01-27,ec2013
17,Juulia TURKKILA,FIN,130.79,10,51.47,21,79.32,2013-01-27,ec2013
18,Kaat VAN DAELE,BEL,130.0,18,47.18,18,82.82,2013-01-27,ec2013
19,Natalia POPOVA,UKR,128.54,24,45.6,17,82.94,2013-01-27,ec2013
20,Tina STUERZINGER,SUI,128.38,22,45.73,19,82.65,2013-01-27,ec2013
21,Jenna MCCORKELL,GBR,126.98,19,47.17,20,79.81,2013-01-27,ec2013
22,Anne Line GJERSEM,NOR,124.48,23,45.72,22,78.76,2013-01-27,ec2013
23,Sila SAYGI,TUR,119.27,21,46.17,23,73.1,2013-01-27,ec2013
24,Fleur MAXWELL,LUX,113.01,20,46.66,24,66.35,2013-01-27,ec2013
25,Anna AFONKINA,BUL,44.89,25,44.89,DNQ,DNQ,2013-01-27,ec2013
26,Alina FJODOROVA,LAT,44.87,26,44.87,DNQ,DNQ,2013-01-27,ec2013
27,Roberta RODEGHIERO,ITA,44.71,27,44.71,DNQ,DNQ,2013-01-27,ec2013
28,Patricia GLESCIC,SLO,43.36,28,43.36,DNQ,DNQ,2013-01-27,ec2013
29,Alisa MIKONSAARI,FIN,41.34,29,41.34,DNQ,DNQ,2013-01-27,ec2013
30,Eliska BREZINOVA,CZE,40.98,30,40.98,DNQ,DNQ,2013-01-27,ec2013
31,Inga JANULEVICIUTE,LTU,35.53,31,35.53,DNQ,DNQ,2013-01-27,ec2013
32,Michelle COUWENBERG,NED,35.28,32,35.28,DNQ,DNQ,2013-01-27,ec2013
33,Isabella SCHUSTER-VELISSARIOU,GRE,35.09,33,35.09,DNQ,DNQ,2013-01-27,ec2013
34,Sabina MARIUTA,ROU,33.89,34,33.89,DNQ,DNQ,2013-01-27,ec2013
35,Mirna LIBRIC,CRO,33.73,35,33.73,DNQ,DNQ,2013-01-27,ec2013
36,Kristina ZAKHARANKA,BLR,31.73,36,31.73,DNQ,DNQ,2013-01-27,ec2013
