8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
3,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,6,96.73,47.28,50.45,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,STw4,,6.6,False,1.0,2,1,2,2,2,2,1,1,,7.6
2,SlLi4,,4.5,False,1.2,2,2,2,2,2,2,2,1,,5.7
3,CiSt3,,7.1,False,1.28,1,1,2,1,1,2,1,1,,8.38
4,CuLi4+RoLi4,,9.0,False,2.0,3,1,1,2,2,3,0,1,,11.0
5,CoSp4,,5.6,False,0.7,2,0,1,0,2,2,1,1,,6.3
6,DiSt2,,5.6,False,1.1,1,1,1,1,1,2,1,1,,6.7
7,ChLi1,,0.6,False,1.0,2,1,1,2,2,3,1,2,,1.6
,,,39.0,,,,,,,,,,,,47.28
,Program Components,,,,Factor
,Skating Skills  ,,,,1.2,8.5,8.0,9.0,8.75,8.75,8.5,7.5,8.0,,8.42
,Linking Footwork / Movement  ,,,,1.2,8.0,7.5,8.0,8.5,9.0,8.5,6.5,7.75,,8.04
,Performance  ,,,,1.2,8.25,8.0,8.5,8.75,9.25,9.0,8.0,8.0,,8.42
,Choreography  ,,,,1.2,8.75,8.25,8.5,8.75,9.25,9.5,7.5,8.0,,8.58
,Interpretation / Timing  ,,,,1.2,8.5,8.0,9.0,8.75,9.25,9.0,7.75,8.25,,8.58
,,,,,,,,,,,,,,,50.45
Deduction,Extended lifts,-1.0
