8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Ksenia MONKO / Kirill KHALIAVIN,RUS,3,90.13,44.62,45.51,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,CuLi4+RoLi4,,9.0,False,2.2,2,3,2,1,2,2,2,1,,11.2
2,CiSt3,,7.1,False,0.92,1,1,1,1,1,1,0,0,,8.02
3,CoSp3,,4.6,False,0.7,2,1,1,1,1,2,1,1,,5.3
4,STw4,,6.6,False,1.0,2,2,2,1,1,2,2,1,,7.6
5,SlLi4,,4.5,False,0.3,2,1,1,0,0,1,0,0,,4.8
6,DiSt2,,5.6,False,1.1,1,1,1,1,1,1,1,0,,6.7
7,ChSp1,,0.6,False,0.4,2,1,1,0,0,1,1,0,,1.0
,,,38.0,,,,,,,,,,,,44.62
,Program Components,,,,Factor
,Skating Skills  ,,,,1.2,8.0,7.5,7.5,7.5,7.75,7.75,7.75,7.25,,7.63
,Linking Footwork / Movement  ,,,,1.2,8.0,7.25,7.25,7.5,7.5,7.5,5.0,6.75,,7.29
,Performance  ,,,,1.2,8.5,7.5,7.5,7.5,8.0,8.0,7.5,6.75,,7.67
,Choreography  ,,,,1.2,8.25,7.75,7.75,7.75,8.0,8.0,7.25,7.5,,7.79
,Interpretation / Timing  ,,,,1.2,8.25,7.25,7.5,7.75,7.75,8.0,7.0,7.0,,7.54
,,,,,,,,,,,,,,,45.51
