Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yuzuru HANYU,JPN,261.03,1,95.32,1,165.71,2012-11-25,gpjpn2012
2,Daisuke TAKAHASHI,JPN,251.51,2,87.47,2,164.04,2012-11-25,gpjpn2012
3,Ross MINER,USA,235.37,4,73.41,3,161.96,2012-11-25,gpjpn2012
4,Javier FERNANDEZ,ESP,232.78,3,86.23,5,146.55,2012-11-25,gpjpn2012
5,Richard DORNBUSH,USA,217.56,6,70.05,4,147.51,2012-11-25,gpjpn2012
6,Kevin REYNOLDS,CAN,216.26,5,70.2,6,146.06,2012-11-25,gpjpn2012
7,Sergei VORONOV,RUS,214.88,7,70.03,7,144.85,2012-11-25,gpjpn2012
8,Adam RIPPON,USA,210.47,8,67.89,8,142.58,2012-11-25,gpjpn2012
9,Andrei ROGOZINE,CAN,182.39,9,67.7,9,114.69,2012-11-25,gpjpn2012
WD,Daisuke MURAKAMI,JPN,WD,WD,WD,WD,WD,2012-11-25,gpjpn2012
