Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Vera BAZAROVA / Yuri LARIONOV,RUS,192.02,1,65.61,1,126.41,2012-11-25,gpjpn2012
2,Kirsten MOORE-TOWERS / Dylan MOSCOVITCH,CAN,180.63,2,65.14,2,115.49,2012-11-25,gpjpn2012
3,Marissa CASTELLI / Simon SHNAPIR,USA,174.51,3,61.85,3,112.66,2012-11-25,gpjpn2012
4,Alexa SCIMECA / Chris KNIERIM,USA,163.1,5,54.41,4,108.69,2012-11-25,gpjpn2012
5,Anastasia MARTIUSHEVA / Alexei ROGONOV,RUS,162.25,4,57.07,5,105.18,2012-11-25,gpjpn2012
6,Lindsay DAVIS / Mark LADWIG,USA,143.7,6,45.61,6,98.09,2012-11-25,gpjpn2012
7,Nicole DELLA MONICA / Matteo GUARISE,ITA,121.53,7,42.14,7,79.39,2012-11-25,gpjpn2012
