ISU GP NHK Trophy 2012,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Yuzuru HANYU JPN,9,165.71  88.93,,78.78,-2.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  1.57 2 2,1,0 1 2 2,,2 1,11.87,
2 4S  10.50 -1.71 -2 -2,-1,-2 -1 -2 -1,,-2 -2,8.79,
3 3F  5.30  1.30 2 2,2,0 2 2 2,,2 1,6.60,
4 FCCoSp4  3.50  0.71 2 2,-1,2 1 1 1,,2 1,4.21,
"",,Info,,,,Info
5 StSq3  3.30  0.71 2 1,1,1 2 2 1,,1 2,4.01,
6 3A+3T  13.86 x  2.00 2 2,2,3 2 2 2,,2 2,15.86,
7 3A+1T  9.79 x  1.00 1 1,1,1 1 0 1,,2 1,10.79,
8 3Lo  5.61 x  0.70 1 1,1,0 1 1 1,,2 1,6.31,
9 3Lz+2T  8.03 x -0.10 0 0,-1,-1 0 0 0,,1 0,7.93,
10 3Lz  6.60 x -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,4.50,
11 ChSq1  2.00  0.90 2 1,1,2 2 1 1,,1 1,2.90,
12 CCoSp1  2.00 -0.77 -3 -3,-2,-3 -3 -2 -3,,-2 -2,1.23,
13 FCSSp4  3.00  0.93 2 2,3,2 2 2 1,,2 1,3.93,
83.79,,,,,88.93,
Program Components Factor,,,,,,
Skating Skills  2.00 8.25 8.50,7.00,8.00 8.25 8.25 8.75,,8.00 7.25,8.07,
Transition / Linking Footwork  2.00 8.00 7.50,6.75,7.25 7.75 8.00 8.25,,8.00 7.00,7.64,
Performance / Execution  2.00 8.25 7.75,7.25,7.75 7.50 8.00 8.25,,8.00 7.50,7.82,
Choreography / Composition  2.00 8.25 7.50,7.75,8.00 7.75 8.50 8.50,,7.75 7.50,7.93,
Interpretation  2.00 8.50 7.75,7.00,7.50 7.75 8.25 8.75,,7.75 8.00,7.93,
Judges Total Program Component Score (factored),,,,,78.78,
Deductions: Falls: -2.00,,,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Daisuke TAKAHASHI JPN,8,164.04  80.98,,83.06,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  1.00 0 0,1,1 2 1 2,,1 1,11.30,
2 4T<+2T <  8.50 -2.14 -3 -2,-2,-2 -1 -1 -3,,-2 -3,6.36,
3 3A  8.50  1.00 0 1,1,0 2 1 2,,1 1,9.50,
4 FCCoSp4  3.50  0.50 1 1,1,1 1 1 1,,1 2,4.00,
5 StSq3  3.30  0.57 1 1,1,1 1 2 0,,1 2,3.87,
6 LSp4  2.70  0.64 2 1,1,1 2 1 1,,2 0,3.34,
7 3A+SEQ  7.48 x -2.57 -2 -2,-3,-3 -2 -2 -3,,-3 -3,4.91,
8 3Lo  5.61 x  0.60 0 1,1,1 1 1 1,,1 0,6.21,
9 3S  4.62 x  0.90 0 1,2,1 1 1 2,,3 1,5.52,
10 3Lz+3T  11.11 x  0.40 0 0,0,1 2 1 1,,0 1,11.51,
11 3F  5.83 x  0.80 1 0,-1,1 2 2 1,,2 1,6.63,
12 ChSq1  2.00  1.40 1 2,2,2 2 2 2,,3 2,3.40,
13 CCoSp4  3.50  0.93 1 2,1,2 2 2 2,,2 2,4.43,
76.95,,,,,80.98,
